name;Platforms;URL;Categories
Serious Sam 4;"PC; Google Stadia; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/ss4;Coop
Serious Sam Classics: Revolution;PC;https://www.speedrun.com/sscr;"Classic Encounters; All Encounters; First Encounter; COOP; Second Encounter; Bright Island; All Secrets"
Serious Sam HD: The First Encounter;PC;https://www.speedrun.com/sshdtfe;"Any%; Max%; Co-op"
Serious Sam HD: The Second Encounter;PC;https://www.speedrun.com/sshdtse;"Any%; Co-op"
Serious Sam XBOX;Xbox;https://www.speedrun.com/ssxbox;any%
Serious Sam's Bogus Detour;PC;https://www.speedrun.com/ssbd;"Any%; Co-op"
Serious Sam: The First Encounter;PC;https://www.speedrun.com/sstfe;"Any%; Co-op; All Stages; All Secrets"
Serious Sam: The Second Encounter;PC;https://www.speedrun.com/sstse;"Any%; Co-op"
Several Deca Sport Games;"Wii U; Nintendo DS; Nintendo 3DS; Xbox 360; Wii";https://www.speedrun.com/several_deca_sport_games;"All Sports Team Relay; Main Series Team Relay"
Sexy Parodius;"Sega Saturn; Arcade; PlayStation; PlayStation Portable";https://www.speedrun.com/sexy_parodius;Any%(Co-Op)
Shade: Wrath of Angels;;https://www.speedrun.com/shade_wrath_of_angels;Run-Invalid
Shadow Blasters;Sega Genesis;https://www.speedrun.com/shadow_blasters;Co-op
Shadow Force;Arcade;https://www.speedrun.com/shadow_force;Co-op Any%
Shadow of the Ninja;Nintendo Entertainment System;https://www.speedrun.com/shadow_of_the_ninja;Any% (2 Player)
Shadow Warrior 2;;https://www.speedrun.com/shadowwarrior2;"Co-op NG Any%; Co-op NG+ Any%; Co-Op All Missions (NG)"
Shadowgun Legends;"Android; iOS";https://www.speedrun.com/shadowgun_legends;"Brothers of Fire; Bronze Arena; Voltaic Fist; Blade Dancer; Silver Arena; Hive Mind; Gold Arena"
Shank;"PlayStation 3; Xbox 360; PC; Linux";https://www.speedrun.com/shank;Any% NG+ co-op
Shatterhand;Nintendo Entertainment System;https://www.speedrun.com/shatterhand;Any% (Co-op)
Shelled Shinobi;"PC; Android; iOS; Web; PICO-8";https://www.speedrun.com/shelledshinobi;Shelled Shinobi Co-op Relay
Shift Happens;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/shift_happens;"Co-op any%; Co-op"
Shin Nekketsu Koha: Kunio-tachi no Banka;Super Nintendo;https://www.speedrun.com/shin_nekketsu_koha_kunio-tachi_no_banka;"2 Player - Easy; 2 Player - Normal"
Shock Troopers;"Arcade; PlayStation Portable; Xbox One; PC; Wii; iOS; Linux; Switch; Neo Geo Mini";https://www.speedrun.com/shock_troopers;"2P Normal; 2P 1CC"
Shock Troopers 2nd Squad;"Arcade; PC";https://www.speedrun.com/shock_troopers_2nd_squad;"Any % Easy Coop; Any % Normal Coop; Any % Hard Coop"
Shovel Knight;"Wii U; Nintendo 3DS; PlayStation 3; PlayStation Vita; PlayStation 4; Xbox One; PC; Linux; Switch";https://www.speedrun.com/shovelknight;Co-op
Shrek 2 (Console);"GameCube; PlayStation 2; Xbox; PC";https://www.speedrun.com/shrek_2_c;"Any%; 100%; Any% (New Game Plus); Restricted Cheat%; Any%; 100%"
Shrek Forever After;"PlayStation 3; Xbox 360; PC; Wii";https://www.speedrun.com/shrek4evr;Co-op Any%
Shrine's Legacy Demo;PC;https://www.speedrun.com/shrines_legacy_demo;Any% V1.4b Co-op
Side Arms: Hyper Dyne;"Arcade; PlayStation 2; PlayStation Portable; Xbox 360; Xbox; TurboGrafx-16/PC Engine; MiSTer";https://www.speedrun.com/side_arms_hyper_dyne;"Any% Co-Op 2 Players (Arcade); 1 CC Co-Op 2 Players (Arcade)"
Sign of Silence;PC;https://www.speedrun.com/sign_of_silence;"Boat%; Helicopter%; Elevator%; Cave%"
Silent Dragon;Arcade;https://www.speedrun.com/silent_dragon;Co-op Any%
Silkworm;"Nintendo Entertainment System; Arcade";https://www.speedrun.com/silkworm;Co-op
SimplicityPvP;PC;https://www.speedrun.com/simplicitypvp;"BvB; Battleships"
Sin and Punishment;"Nintendo 64; Wii Virtual Console; Wii U Virtual Console; iQue Player; Switch";https://www.speedrun.com/sandp;Any%
Sink or Skim;PC;https://www.speedrun.com/sink_or_skim;Any%
Skull & Crossbones;Nintendo Entertainment System;https://www.speedrun.com/skull_and_crossbones;Any% (Co-Op)
Sky: Children of the Light;"Android; iOS; Switch";https://www.speedrun.com/thatskygame;"Co-op; Co-op"
Sky: Children of the Light Category Extensions;"Android; iOS; Switch";https://www.speedrun.com/gameskythat;All Wax Co-op
Skyblock Isles;;https://www.speedrun.com/skyblock_isles;Queen Bee Boss
Skylanders Series-wide Category Extensions;"Wii U; Nintendo 3DS; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC; Wii; Android; iOS; New Nintendo 3DS; Macintosh; PlayStation 4 Pro; Xbox Series X; Wii Mini; PS5 for backward compatible games; WiiU Backwards Compatibility";https://www.speedrun.com/skylanders_extensions;Co-op Skyfecta
Skylanders: Giants;"Wii U; PlayStation 3; Xbox 360; Wii; Wii Mini; WiiU Backwards Compatibility";https://www.speedrun.com/skylanders_giants;Co-op
Skylanders: Imaginators;"Wii U; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; Switch; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/skylanders_imaginators;"Any% Co-op; Any% Co-op; ASL Co-op"
Skylanders: Spyro's Adventure;"Wii U; PlayStation 3; Xbox 360; PC; Wii; Macintosh; Wii Mini; WiiU Backwards Compatibility";https://www.speedrun.com/skylanders_spyros_adventure;Co-Op%
Skylanders: Spyro's Adventure Category Extensions;"Wii U; PlayStation 3; Xbox 360; PC; Wii; Macintosh; Wii Mini; WiiU Backwards Compatibility";https://www.speedrun.com/ssace;Soup%
Skylanders: SuperChargers;"Wii U; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; iOS; Xbox Series X; PS5 for backward compatible games";https://www.speedrun.com/skylanders_superchargers;"ASL Co-op; Co-op%"
Skylanders: SWAP Force;"Wii U; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; Wii; Xbox One X; PlayStation 4 Pro; Xbox One S; Xbox Series X; Wii Mini; PS5 for backward compatible games; WiiU Backwards Compatibility";https://www.speedrun.com/skylanders_swap_force;ASL Co-op
Skylanders: Trap Team;"Wii U; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; Wii; Android; iOS; Xbox Series X; Wii Mini; PS5 for backward compatible games; WiiU Backwards Compatibility";https://www.speedrun.com/skylanders_trap_team;Co-op%
Slendergus;PC;https://www.speedrun.com/slendergus;Co-op
Slendytubbies;PC;https://www.speedrun.com/slendytubbies;"Slendytubbies 3; Slendytubbies 3 Survival; Slendytubbies 2D"
Slugterra: slug it out;;https://www.speedrun.com/slugterra_slug_it_out_1;100%
Smash Hit;"Android; iOS";https://www.speedrun.com/smashhit;Co-op Mode
Smash Tennis;"Super Nintendo; Switch Virtual Console";https://www.speedrun.com/smash_tennis;"Tournament Mode; Story Mode 2 Players"
Smash TV;"Nintendo Entertainment System; NES Classic Mini";https://www.speedrun.com/smash_tv;2 Player
Smashing Drive;"GameCube; Game Boy Advance; Arcade; Xbox";https://www.speedrun.com/smashing_drive;Head-to-Head
Smite;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/smite;"Arena Co-Op; Legacy Conquest Co-Op; Joust Co-Op ( chinese temple ); Joust Co-Op ( Map jade dragon ); Clash Co-Op; Legacy Assault Co-Op; Assault Co-op ( bot patch ); Assault co-op Full Party ( bot patch ); Joust co-op Full Party; Conquest Co-op Full Party; Arena co-op Full Party; Clash co-op Full Party; Conquest S8 Duo Practice ( Map patch )"
SMW: One Mind;"Super Nintendo; Wii Virtual Console; Wii U Virtual Console";https://www.speedrun.com/smw_one_mind;"No Star World; 96 Exit; 11 Exit"
Snake Rattle N Roll (SMD);Sega Genesis;https://www.speedrun.com/snake_rattle_n_roll_smd;"Co-op Any%; Co-op All levels"
Sniper Elite 4;"PlayStation 4; Xbox One; PC; Switch; Google Stadia; PlayStation 5; Xbox Series X";https://www.speedrun.com/sniper_elite_4;"Any% Co-Op NG+; Any% Co-Op NG+; All Objectives Co-Op NG+"
Sniper Elite III;"PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC";https://www.speedrun.com/sniper_elite_iii;"Co-Op Any%; Co-Op Any%; Co-Op All Objectives Any%; Co-Op All Objectives Any%"
Sniper Elite V2;"Wii U; PlayStation 3; Xbox 360; PC";https://www.speedrun.com/sev2;Any% (Co-op)
Sniper Elite: Nazi Zombie Army;PC;https://www.speedrun.com/senza;"Any % Co-op; Elite Difficulty Co-op; Co-op"
Sniper Elite: Nazi Zombie Army 2;PC;https://www.speedrun.com/senza2;"Cadet Co-Op; Sniper Elite Co-Op; Cadet Co-Op; Sniper Elite Co-Op"
"""Snipperclips: Cut it out";" together!""";Switch;"https://www.speedrun.com/snipperclips, Any%; All Stars; All Levels; 2 Players; Individual Worlds; ARCHIVE: Any% v1.0; ARCHIVE: All Levels v1.0; ARCHIVE: Individual Worlds v1.0; Demo%; 2 Player [V1.0 Archive]"
Snow Bros. (Arcade);Arcade;https://www.speedrun.com/snow_bros.;All Stages 2 Players
Snow Bros. 2: With New Elves;Arcade;https://www.speedrun.com/snow_bros._2_with_new_elves;"Any%; Default"
Snow Bros. Nick & Tom;Sega Genesis;https://www.speedrun.com/snowbros;Any% 2 Players
Snow Brothers;Nintendo Entertainment System;https://www.speedrun.com/snow_brothers;"All Stages 2 Players; Any% 2 Players"
Snow Brothers 3: Magical Adventure;Arcade;https://www.speedrun.com/snow_brothers_3_magical_adventure;"Any%; Default"
Snowboard Racer 2;PlayStation 2;https://www.speedrun.com/snowboard_racer_2;"A1; A2; B1; B2; C1; C2"
Snowy Super Mario Bros. U;Wii U;https://www.speedrun.com/snowysmbu;"Any% Multiplayer; 100% Multiplayer; Any% Multiplayer; 100% Multiplayer"
Soldiers of the Universe;PC;https://www.speedrun.com/sotu;"Co-Op Any%; Idlib%"
Son of Nor;PC;https://www.speedrun.com/son;"Any% Coop; 100% Coop"
Sonic & SEGA All-Stars Racing - Category Extensions;"Arcade; PlayStation 3; Xbox 360; PC; Wii";https://www.speedrun.com/sonic_asr_category_extensions;Skittles%
Sonic 3 & Knuckles;"GameCube; Wii Virtual Console; Sega Genesis; Sega Saturn; PlayStation 2; PlayStation 3; Xbox 360; Xbox; PC; Mega Sg";https://www.speedrun.com/s3k;Co-op/1p2c
Sonic 3 Complete;"Sega Genesis; Mega Sg";https://www.speedrun.com/s3c;Co-op
Sonic 4: Episode II;"PlayStation 3; Xbox 360; Xbox One; PC; Android; iOS; Ouya";https://www.speedrun.com/s4e2;Co-op/1p2c
Sonic Boll;PC;https://www.speedrun.com/sonic_boll;Co-op
Sonic Dreams Collection;PC;https://www.speedrun.com/sdc;"SMM%; MRS%"
Sonic Wings Especial;"Sega Saturn; Arcade; PlayStation 2; PlayStation";https://www.speedrun.com/sonic_wings_especial;"Arcada Taiwan; Sega Saturn; Playstation; Arcade Japão; PS1 Time Attack; Saturn Time Attack"
SonSon;"Nintendo Entertainment System; Wii Virtual Console; Sega Saturn; Arcade; PlayStation 2; PlayStation; PlayStation 3; PlayStation Portable; Xbox; PC; MiSTer";https://www.speedrun.com/sonson;Any% Co-Op 2 Players
Soul Knight;"Android; iOS; Switch";https://www.speedrun.com/soul_knight;"Full Game; GameOver; Single World; Boss Rush; 2 Players; 3 Players; 4 Players"
SoulWorker;PC;https://www.speedrun.com/soulworker;"Rucco Town; Candus City; Grace City; Ruin Fortress; Grasscover Camp; Golden Citadel; Primal; Viilor's Alter; New Game+"
SOVEREIGNS: MMR II;PC;https://www.speedrun.com/sovereigns;"NG+ All Levels (SOVEREIGNS); NG+ All Levels (THE WAITING ROOM); NG+ All Levels (dementia: TED); NG+ All Levels (dementia: RIARU); NG+ All Levels (dementia: NEVAEH)"
Space Cat;PC;https://www.speedrun.com/space_cat;"""Adventure Mode (3.0); Boss Rush; Adventure Mode (2.0,  Legacy)"""
Space Farmers;PC;https://www.speedrun.com/space_farmers;"Any%; All levels (Except that one); IL"
Space Food Truck;PC;https://www.speedrun.com/space_food_truck;"Mild; Medium; Thai Hot; Dragon's Sweat"
Space Hulk: Deathwing;"PlayStation 4; PC; PlayStation 5";https://www.speedrun.com/spacehulkdeathwing;"2p Co-op; 3p+ Co-op; 2p Co-op; 3p+ Co-op"
Space Invaders 1999;"Nintendo 64; Game Boy Color; Game Boy Advance; PlayStation; PC";https://www.speedrun.com/si1999;"Earth% (Normal); Earth% (Expert); Mercury% (Expert); Alien World% (Expert); Normal; Expert; Earth% (Maniacal); Mercury% (Maniacal); Alien World% (Maniacal); Maniacal; Any%"
Space Jam: A New Legacy - The Game;"Xbox; Xbox One; PC; Xbox Series X; Xbox Series S";https://www.speedrun.com/space_jam_a_new_legacy_the_game;"Any%; Any% Cardless; Boss Rush; Boss Rush Cardless"
Spacegulls;Nintendo Entertainment System;https://www.speedrun.com/spacegulls;"2-player any% no OOB; 2-player 100% no OOB"
Spacelords;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/spacelords;Group
Spacky's Nightshift;PC;https://www.speedrun.com/spackys;IRL%
Spare Parts;"PlayStation 3; Xbox 360";https://www.speedrun.com/spare_parts;"Any% NG; 100% NG"
Spark Man;"Arcade; MiSTer";https://www.speedrun.com/spark_man;Co-Op 2 Players
Sparkour;PC;https://www.speedrun.com/sparkour;"2 Player; 3 Player; 2 Player; 3 Player; 4 Player; 4 Player"
Spawn: In the Demon's Hand;"Dreamcast; Arcade";https://www.speedrun.com/sitdh;2P Boss Attack Mode
Spec Ops: Ranger Elite;PlayStation;https://www.speedrun.com/spec_ops_ranger_elite;any% segmented (2 player)
Spec Ops: The Line;"PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC";https://www.speedrun.com/spec_ops_the_line;"""Challenge Mode (Co-op,  Walk on the Beach); Challenge Mode (Co-op,  FUBAR)"""
Spider-Man: Friend or Foe;"PlayStation 2; Xbox 360; PC; Wii";https://www.speedrun.com/smfof;Any%
Spinmaster;"Arcade; PlayStation 4; Xbox One; PC; Switch; Neo Geo CD";https://www.speedrun.com/spin_master;Coop
Spintires;PC;https://www.speedrun.com/spintires;"Any% Casual Multiplayer; 100% Casual Multiplayer"
Spiral Knights;PC;https://www.speedrun.com/sk;"Duo; Trio; Quartet"
Spiritfarer;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/spiritfarer;"Any%; Gwen%"
Spitlings;"PlayStation 4; Xbox One; PC; Switch; Google Stadia";https://www.speedrun.com/spitlings;"2 players; 3 players; 4 players"
Splix.io;"Android; iOS; Web";https://www.speedrun.com/splix_io;"""Team 100, 000 Score; Team 100, 000 Blocks; Team 1st Place"""
SpongeBob HeroPants;"Nintendo 3DS; Xbox 360; PlayStation Vita";https://www.speedrun.com/spongebob_heropants;Co-Op
SpongeBob SquarePants: A Day in the Life of a Sponge;V.Smile;https://www.speedrun.com/spongebob_squarepants_a_day_in_the_life_of_a_sponge;Learning Adventure
"""SpongeBob SquarePants: Lights"; Camera;" Pants!""";"GameCube; PlayStation 2; Xbox 360; Xbox; Wii; backwards-compatible PlayStation 3, https://www.speedrun.com/lcp, Multiplayer; Multiplayer"
SpongeBob SquarePants: Plankton's Robotic Revenge (Console);"Wii U; Nintendo 3DS; PlayStation 3; Xbox 360; Wii; New Nintendo 3DS; Wii Mini; WiiU Backwards Compatibility";https://www.speedrun.com/prr;"Multiplayer; Multiplayer NG+"
SpongeBob's Atlantis Squarepantis DS;"Nintendo DS; Nintendo 3DS; New Nintendo 3DS; DSi";https://www.speedrun.com/sasds;Co-op Any%
SpongeBob's Truth or Square;"Xbox 360; Xbox One; Wii; Xbox One X; Xbox One S; Xbox Series X; Xbox Series S; WiiU Backwards Compatibility";https://www.speedrun.com/sbtos;Co-Op
Spy vs. Spy (2005);"PlayStation 2; Xbox";https://www.speedrun.com/svs05;Modern Keyless
Spyro Orange: The Cortex Conspiracy;"Game Boy Advance; Nintendo DS; Game Boy Player; Game Boy Interface";https://www.speedrun.com/spyrofusion;200 Cards
Spyro Trilogy Category Extensions;"PlayStation 2; PlayStation; PlayStation 3; PlayStation Portable; PlayStation Vita; Playstation TV";https://www.speedrun.com/spyroce;Trifecta
Square Meal;Web;https://www.speedrun.com/square_meal;"""2 Players,  2 Monsters; 2 Players,  2 Monsters"""
Stagger I;"Arcade; MiSTer";https://www.speedrun.com/stagger_i;Co-Op 2 Players
Star Fighter (Arcade);"Arcade; MiSTer";https://www.speedrun.com/star_fighter_arcade;Any% Co-Op 2 Players
Star Trek (2013);"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/star_trek_2013;Co-op
Star Wars: Battlefront (2004) Category Extensions;"PlayStation 2; Xbox; PC";https://www.speedrun.com/swbf_ce;"Splitscreen: Easy; Splitscreen: Medium; Splitscreen: Hard; Splitscreen; Online All Maps 2 Player; Online All Maps 4 Player"
Star Wars: Battlefront (2015);"PlayStation 4; Xbox One; PC; PlayStation 5";https://www.speedrun.com/swb_2015;"Survival Any% co-op; Survival 100% co-op; Survival Any% co-op Multiplayer Hand"
Star Wars: Battlefront II;"PlayStation 2; PlayStation Portable; Xbox; PC";https://www.speedrun.com/swbf2;PC Co-op
Star Wars: The Old Republic;PC;https://www.speedrun.com/swtor;"Story Operations; Story; Veteran; Master; Archived; Veteran Operations; Eternal Championship"
Starbound;"PC; Macintosh; Linux";https://www.speedrun.com/starbound;All Missions [Any%] (Co-op)
Stardew Valley;"PlayStation 4; Xbox One; PC; Android; iOS; Switch";https://www.speedrun.com/stardew_valley;"Restoration; Bundles; Marriage; Mines; Seeded Restoration; Seeded Bundles; Seeded Marriage; Seeded Mines"
Starlink: Battle For Atlas;"PlayStation 4; Xbox One; Switch";https://www.speedrun.com/starlink_battle_for_atlas;Any% Co-Op
Starlit Adventures;"PlayStation 4; Xbox One; PC; Android; iOS";https://www.speedrun.com/stad;"Any%; Glitchless; Story 100%; Any% Co-op; True 100%; Category Extensions"
State of Decay 2;"Xbox One; PC; Xbox Series X; Xbox Series S";https://www.speedrun.com/state_of_decay_2;"Green; Standard; Dread; Nightmare; Lethal; Pre Update 25; Any%"
Stay Close;PC;https://www.speedrun.com/stay_close;"Co-op No OoB; Co-op Any%"
Steeplechase;Atari 2600;https://www.speedrun.com/steeplechase;Multiplayer
Stikbold! A Dodgeball Adventure;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/stikbold;"Any%; 100%"
Stinger;"Nintendo Entertainment System; Famicom Disk System";https://www.speedrun.com/stinger;"2 Players; 3 Players"
Stone Protectors;"Super Nintendo; SNES Classic Mini";https://www.speedrun.com/stone_protectors;Co-op%
Stop That Post;;https://www.speedrun.com/stop_that_post;Any%
Strange Brigade;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/strange_brigade;Co-op
Stranger Things 3: The Game;"PlayStation 4; Xbox One; PC; Android; iOS; Switch; PS5 for backward compatible games";https://www.speedrun.com/stranger_things_3;Co-op
Street Boyz;PlayStation 2;https://www.speedrun.com/street_boyz;All Stages (NG+) 3 Man Co-Op (ESASummer 2019 Run)
Street Fighter Alpha 2;"Super Nintendo; Wii Virtual Console; Sega Saturn; Arcade; PlayStation 2; PlayStation; PlayStation 3; PlayStation 4; Xbox One; PC; Nintendo 3DS Virtual Console; Wii U Virtual Console; Switch; PlayStation 5; MiSTer";https://www.speedrun.com/sfa2;"Arcade; Playstation; Saturn"
Street Fighter Alpha 2 Category Extensions;"Super Nintendo; Wii Virtual Console; Wii U; Sega Saturn; Arcade; PlayStation 2; PlayStation; PlayStation 3; Xbox 360; Xbox; PlayStation 4; Xbox One; PC; Wii; Wii U Virtual Console; Switch; PlayStation 5; Xbox Series X; MiSTer";https://www.speedrun.com/street_fighter_alpha_2_category_extensions;Dramatic Battle
Street Fighter Alpha 3;"Dreamcast; Sega Saturn; Game Boy Advance; Arcade; PlayStation 2; PlayStation; PlayStation 3; PlayStation Portable; PlayStation 4; Xbox One; PC; Switch; MiSTer";https://www.speedrun.com/street_fighter_alpha_3;"Arcade; 30th Anniversary; PSP"
Street Fighter X Tekken;"PlayStation 3; Xbox 360; PlayStation Vita; PC; iOS; Nvidia Shield";https://www.speedrun.com/sfxt;Arcade
Street Smart (Arcade);"Arcade; PlayStation 4; PSN Download; Switch; MiSTer";https://www.speedrun.com/street_smart_arcade;"Any% Co-Op 2 Players; 1 CC Co-Op 2 Players"
Streets of Rage;"Wii Virtual Console; Sega Genesis; Xbox 360; PlayStation 4; Xbox One; PC; Wii; Switch";https://www.speedrun.com/sor1;2 Players
Streets of Rage 2;"Sega Genesis; PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC; Wii; Switch";https://www.speedrun.com/sor2;"2 Players; Double Character Co-op"
Streets of rage 2 (Game Gear);Sega Game Gear;https://www.speedrun.com/sor2gg;2 Player
Streets of Rage 3;"Wii U; Sega Genesis; Xbox; PlayStation 4; Xbox One; Wii; Switch";https://www.speedrun.com/sor3;"Hard; Normal; Easy"
Streets of Rage 4;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/streets_of_rage_4;"Arcade 2 player; Retro 2 Player"
Streets of Rage Remake;PC;https://www.speedrun.com/streets_of_rage_remake;"Co-op Any%; Co-op SOR1 Route; Co-op SOR2 Route"
Streets of Rogue;"Xbox; PlayStation 4; PC; Linux; Switch";https://www.speedrun.com/streets_of_rogue;Any% Co-Op
Stretch Panic;PlayStation 2;https://www.speedrun.com/sp;Any% 2p1c
Striding Hero;PC;https://www.speedrun.com/striding_hero;"Any% - Co-Op; 100% - Co-Op; All Netherite Crystals - Co-Op; Wither Skeleton Twins; Spirit Wizard"
Strikers 1945;"Sega Saturn; Arcade; PlayStation 2; PlayStation; PlayStation 3; Android; Switch";https://www.speedrun.com/strikers_1945;Any% Co-op
Strikers 1945 II;"Sega Saturn; Arcade; PlayStation 2; PlayStation; PlayStation 3; Android; iOS; Switch";https://www.speedrun.com/strikers_1945_ii;Any% Co-op
Strikers 1945 III;"Arcade; Android; Switch";https://www.speedrun.com/strikers_1945_iii;Any% Co-op
Struggling;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/struggling;"Glitchless 2-Player; Any% 2-Player; 100% All Hats 2-Player; 2-Player"
Stubbs the Zombie in Rebel Without a Pulse;"Xbox 360; PlayStation 4; Xbox One; PC; Macintosh; Switch; PlayStation 5; Xbox Series X";https://www.speedrun.com/stz;"PC Any%; PC; Console; PC 100%; Console Any%; Console 100%; Insane difficulty"
Styx: Shards of Darkness;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/styx_shards_of_darkness;100% Coop Glitchless
Sudoku Zenkai;"PC; Android; iOS; Windows Phone";https://www.speedrun.com/sudoku_zenkai;"Trainee; Pushover; Fair; Challenging; Insane; Zenkai"
Summer Heat Beach Volleyball;PlayStation 2;https://www.speedrun.com/summer_heat_beach_volleyball;Arcade
Summoners War: Sky Arena;"Android; iOS";https://www.speedrun.com/summoners_war_sky_arena;Rift of Worlds
Sunset Riders (Arcade);Arcade;https://www.speedrun.com/sunset_riders_arcade;CO-OP
Sunset Riders (Genesis);Sega Genesis;https://www.speedrun.com/sunset_riders_genesis;"Easy Any% (Co-Op); Normal Any% (Co-Op); Hard Any% (Co-Op)"
Sunset Riders (SNES);Super Nintendo;https://www.speedrun.com/sunset_riders_snes;Any% (Co-Op)
Super Bomberman;"Super Nintendo; Wii Virtual Console";https://www.speedrun.com/super_bomberman;"Co-op Any%; Co-op 100%"
Super Bomberman 3;Super Nintendo;https://www.speedrun.com/super_bomberman_3;Any% Co-Op
Super Bomberman 4;Super Nintendo;https://www.speedrun.com/sb4;Any% Co-Op
Super Bomberman 5;Super Nintendo;https://www.speedrun.com/super_bomberman_5;"Co-op Any% Good Ending; Co-op Any% Bad Ending; Co-op 200%"
Super Bomberman R;"PlayStation 4; Xbox One; PC; Switch; PlayStation 5; Xbox Series X";https://www.speedrun.com/sbr;"Co-op Story; Coop; Coop NG+; Co-op Story DLC"
Super Boss Gaiden;Super Nintendo;https://www.speedrun.com/super_boss_gaiden;"Any% 2 player coop; Any% 3 player coop"
Super Bunny Man;PC;https://www.speedrun.com/super_bunny_man;"Grassy Hills; Chilly Peaks; Deep Caves; Sandy Beach; Co-op; Any%; 100%"
Super C;"Nintendo Entertainment System; Wii Virtual Console; Nintendo 3DS; Wii U Virtual Console; NES Classic Mini";https://www.speedrun.com/super_c;"Any% (2 Player); Low% (2 Player)"
Super Contra 7;Nintendo Entertainment System;https://www.speedrun.com/super_contra_7;Beat the game Co-op%
Super Doomspire;"Xbox One; PC; Android; iOS; Macintosh; Xbox Series X; Xbox Series S";https://www.speedrun.com/super_doomspire;"Classic; Two Teams; Roundcat Rally"
Super Double Dragon;Super Nintendo;https://www.speedrun.com/super_double_dragon;"US/PAL 2P; JP 2P"
Super Dungeon Bros;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/super_dungeon_bros;"Cryptheim; Chillheim; Bogheim"
Super Hydorah;"PlayStation Vita; PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/super_hydorah;"Any% Co-op; True Ending Co-op; 100% Co-op"
Super Itami World;Super Nintendo;https://www.speedrun.com/superitamiworld;"Any% Co-op; 100% Co-op"
Super Killer World;Super Nintendo;https://www.speedrun.com/skworld;"Any% Co-op; 100% Co-op"
Super Mario 3D World + Bowser's Fury Category Extensions;Switch;https://www.speedrun.com/sm3dw_bfce;Multiplayer
Super Mario 4 Jugadores;"PC; Android";https://www.speedrun.com/sm4j;"Eventos (All Levels); Operación Rescate; Niveles de la beta v 1.5; Niveles de la comunidad; Glitchless; Any%; Torre de los desafios (All levels); Terror Mansion (Demo); Modo Jefes (All bosses)"
Super Mario 64 (PC);"PC; Macintosh; Linux";https://www.speedrun.com/sm64pcport;"Vanilla Co-op; Non-Stop Co-op"
Super Mario 64 Multiplayer;"Nintendo 64; Wii Virtual Console; Wii U Virtual Console";https://www.speedrun.com/sm64mp;"120 Star; 70 Star; 16 Star; 1 Star; 0 Star"
Super Mario 64 Online;PC;https://www.speedrun.com/sm64o;"Co-op 70 Star; Co-op 120 Star; Co-op 1 Star; Co-op 16 Star; Co-op 31 Star"
Super Mario Bros. (Two Players Hack);Nintendo Entertainment System;https://www.speedrun.com/super_mario_bros._two_players_hack;"Any%; Warpless"
Super Mario Bros. 3 - Speedrunner's Edition;Nintendo Entertainment System;https://www.speedrun.com/smb3se;Co-op
Super Mario Bros. 3 Category Extensions;"Nintendo Entertainment System; Super Nintendo; Wii Virtual Console; Wii; Nintendo 3DS Virtual Console; Wii U Virtual Console; NES Classic Mini; Switch";https://www.speedrun.com/smb3ce;Co-op
Super Mario Bros. 3Mix;Nintendo Entertainment System;https://www.speedrun.com/smb3mix;Coop any%
Super Mario Bros. Category Extensions;"Nintendo Entertainment System; Super Nintendo; Wii Virtual Console; Game Boy Advance; Nintendo 3DS Virtual Console; Famicom Disk System; Wii U Virtual Console; NES Classic Mini; Switch";https://www.speedrun.com/smbce;"Coop; Coop Warpless"
Super Mario Bros. Next;Nintendo Entertainment System;https://www.speedrun.com/super_mario_bros._next;"Any% 8-4 (Co-Op); Any% 8-5 (Co-Op)"
Super Mario Kart;"Super Nintendo; Wii Virtual Console; Wii U Virtual Console; New Nintendo 3DS Virtual Console; Switch; SNES Classic Mini";https://www.speedrun.com/smk;Co-op Strongest Link
Super Mario Land 2: 6 Golden Coins;"Nintendo 3DS Virtual Console; Super Game Boy; Game Boy Player; Super Game Boy 2; Game Boy";https://www.speedrun.com/sml2;Glitchless 2P1C
Super Mario Odyssey;Switch;https://www.speedrun.com/smo;Any%
