name;Platforms;URL;Categories
Double Dragon Advance;Game Boy Advance;https://www.speedrun.com/double_dragon_advance;2P Double Dragon
Double Dragon II: The Revenge;"Nintendo Entertainment System; Wii Virtual Console";https://www.speedrun.com/doubledragon2;"Any% NTSC; Any% JP; Any% PAL"
Double Dragon II: The Revenge (Arcade);Arcade;https://www.speedrun.com/double_dragon_ii_the_revenge_arcade;2P
Double Dragon II: The Revenge (Genesis);Sega Genesis;https://www.speedrun.com/doubledragon2genesis;"Any% Easy Coop; Any% Normal Coop; Any% Hard Coop"
Double Dragon II: The Revenge (PC Engine);TurboGrafx-16 CD-ROM;https://www.speedrun.com/double_dragon_ii_the_revenge_pc_engine;2P
Double Dragon II: Wander of the Dragons;Xbox 360 Arcade;https://www.speedrun.com/double_dragon_ii_wander_of_the_dragons;Co-op %
Double Dragon III: The Sacred Stones;Nintendo Entertainment System;https://www.speedrun.com/doubledragon3;"Any%; Any% JP"
Double Dragon IV;"PlayStation 4; PC; Switch";https://www.speedrun.com/double_dragon_iv;"2P No Damaging Partner Any%; 2P Tower 100F"
Double Dragon Neon;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/double_dragon_neon;Any% Co-Op
Double Edged;"PC; Android; iOS";https://www.speedrun.com/double_edged;"Any%; Any%"
Double Jump;PC;https://www.speedrun.com/double_jump;"2P; Any% 2P"
Dough Boy;Nintendo Entertainment System;https://www.speedrun.com/dough_boy;2 Play (1 Loop)
Dragalia Lost;"Android; iOS";https://www.speedrun.com/dragalia_lost;"Prelude; Standard; Expert; Master"
Dragon Ball Xenoverse;"PlayStation 3; Xbox 360; PlayStation 4; Xbox One; PC; PlayStation 5; Xbox Series X";https://www.speedrun.com/dbxv;"Duo Parallel Quests; Trio Parallel Quests; Parallel Quest's; DLC Parallel Quest's"
Dragon Ball Xenoverse 2;"PlayStation 4; Xbox One; PC; Switch; Google Stadia; PlayStation 5; Xbox Series X";https://www.speedrun.com/dbxv2;Co Op
Dragon Ball Z: Sagas;"GameCube; PlayStation 2; Xbox";https://www.speedrun.com/dbzs;Any%
Dragon Bros;"Xbox One; PC";https://www.speedrun.com/dragon_bros;"Any% Very Easy; Any% Easy; Any% Normal; Any% Hard; Any% Very hard"
Dragon Escape;"PC; Android; iOS; Macintosh";https://www.speedrun.com/dragon_escape;"Warper; Digger; No Leap"
Dragon's Crown;"PlayStation 3; PlayStation Vita; PlayStation 4";https://www.speedrun.com/dragonscrown;"Normal; Hard; Infernal"
Dragon: Marked for Death;"PC; Switch";https://www.speedrun.com/dmfd;"Any% 2-Player; Any% 3-Player; Any% 4-Player; 2-Player; 3-Player; 4-Player"
Drake Hollow;"Xbox One; PC";https://www.speedrun.com/drake_hollow;Any% Coop
Drakengard;PlayStation 2;https://www.speedrun.com/drakengard;2p1c (A Ending)
DreamWorks Super Star Kartz;"Nintendo DS; Nintendo 3DS; PlayStation 3; Xbox 360; Wii; WiiU Backwards Compatibility; 3DS Backwards Compatibility";https://www.speedrun.com/dreamworks_super_star_kartz;All Circuits Coop (Console)
Driver: San Francisco (Wii);"Wii U; Wii";https://www.speedrun.com/driver_sf_wii;"Any%; Any%; No Gun"
DU Super Wario Bros.;"Wii U; Wii";https://www.speedrun.com/du_swb;"Any% Multiplayer; Any% Multiplayer"
Dungeneer;PC;https://www.speedrun.com/dungeneer;"Any% Coop; Master Janitor Coop 100%"
Dungeon Defenders;PC;https://www.speedrun.com/dungeon;"Any% Co-Op; Any% Nightmare Co-op"
Dungeon Defenders Console;"PlayStation 3; Xbox 360";https://www.speedrun.com/dungeonconsole;"Co-op Any% New saves; Co-op Any% Existing characters; Survival Any%; Pure Strat Any%"
Dungeon Defenders Eternity;;https://www.speedrun.com/dungeon_defenders_eternity;Any%
Dungeon Defenders II;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/dd_two;"Campaign Multiplayer; Campaign Multiplayer+; Heroes Only (Co-Op); The Kobold Bling King (Adventure); Mal'donis The Terrible (Adventure); The Harbinger (Adventure)"
Dungeon Lords;PC;https://www.speedrun.com/dungeonlords;Coop
Dungeon of Numenas 2;"PC; Web; PICO-8";https://www.speedrun.com/don2;DON2 Co-op Relay
Dungeon Siege;PC;https://www.speedrun.com/dungeonsiege;"Kingdom of Ehb - Co-op Any%; Legends of Aranna - Co-op Any%"
Dungeons & Dragons Online;PC;https://www.speedrun.com/ddo;"Duo; Full Party"
Dungeons & Dragons: Shadow Over Mystara;"Wii U; Arcade; PlayStation 3; Xbox 360; PC; Wii";https://www.speedrun.com/ddsom;"Any%; All Dragons; TripleNo; Three & Twenty"
Dungeons & Dragons: Tower of Doom;"Wii U; Arcade; PlayStation 3; Xbox 360; PC";https://www.speedrun.com/dungeons_and_dragons_tower_of_doom;"Any% Coop Multiplayer; Any% multi players custom rules; Any% Coop Multiplayer Emulator"
Dungeons: The Eye of Draconus;PC;https://www.speedrun.com/dungeons_the_eye_of_draconus;"Coop 2-players; Coop-3 players"
Duo Princess;PC;https://www.speedrun.com/duopri;"Any%; All magic"
Dying Light;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/dyinglight;"Co-Op (Any%); NG+ Co-Op; Co-Op (Glitchless); Bozak Horde Co-Op; The Following Co-Op (Any%); The Following Co-Op (Full Game); Prison Heist Co-Op; Hellraid Co-Op"
Dying Light Category Extension;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/dying_light_category_extension;Prison Heist Co-Op (Glitchless)
Dynamite Cop;Dreamcast;https://www.speedrun.com/dynamite_cop;"Mission 1; Mission 2; Mission 3; Missions 1-3"
Dynasty Warriors 3;"PlayStation 2; PlayStation 3; Xbox";https://www.speedrun.com/dynasty_warriors_3;"Any% Coop; New Game+ Co-Op Musou Mode"
Dynasty Warriors 6;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/dynasty_warriors_6;Chaos [Restriction 1 + 2 players]
Dynasty Warriors 6: Empires;"PlayStation 3; PlayStation Portable; Xbox 360";https://www.speedrun.com/dynasty_warriors_6_empires;"The Three Kingdoms; The Battle of Chi Bi; The Battle of Guan Du"
Dynasty Warriors 7;"PlayStation 3; Xbox 360";https://www.speedrun.com/dynasty_warriors_7;"Shu; Wu; Wei; Jin; All Campaigns; Conquest Mode"
Dynasty Warriors: Gundam;"PlayStation 2; PlayStation 3; Xbox 360";https://www.speedrun.com/dwg;"Official Mode Character Story Co-op; Original Mode Character Story Co-op; Co-op"
Dynasty Wars;"Arcade; Xbox; PlayStation 4; MS-DOS; TurboGrafx-16/PC Engine; Amiga; Commodore 64; Switch; Atari ST; Amstrad CPC; ZX Spectrum; TurboGrafx-16 CD-ROM; MiSTer";https://www.speedrun.com/dynasty_wars;"Any% Co-Op 2 Players; 1 CC Co-Op 2 Players"
DYO;PC;https://www.speedrun.com/dyo;CtrlF2%
Earth 2150: Escape from the Blue Planet;"PC; Macintosh; Linux";https://www.speedrun.com/earth_2150_escape_from_the_blue_planet;MoD - KilltheAI
Earth Defense Force;"Super Nintendo; Wii Virtual Console; Arcade; Wii U Virtual Console";https://www.speedrun.com/edf;Co-op
Earth Defense Force 4.1 The Shadow of New Despair;"PlayStation 4; PC; PlayStation 5";https://www.speedrun.com/edf41;"Mission's 1-98 (Co-Op); Co-Op"
Earth Defense Force 5;"PlayStation 4; PC";https://www.speedrun.com/edf5;Online
EARTH DEFENSE FORCE: IRON RAIN;"PlayStation 4; PC; PlayStation 5";https://www.speedrun.com/earth_defense_force_iron_rain;"EASY; NORMAL; HARD; HARDEST; DISASTER; Online(All Missions); Online(DLC)"
Earthfall;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/earthfall;"All levels-2P; All levels-3P; All levels-4P"
Earthworm Jim HD;"PlayStation 3; Xbox 360; Xbox One; Windows Phone";https://www.speedrun.com/ewjhd;Any Co-op
Easy Obby!;"Xbox One; PC; Android; iOS; Macintosh; Xbox Series X; Xbox Series S";https://www.speedrun.com/easy_obby;Co-Op Any%
Eco Fighters;"Arcade; PlayStation 2; PlayStation Portable; Xbox; MiSTer";https://www.speedrun.com/eco_fighters;Any% Co-Op 2 Players
Economical;Web;https://www.speedrun.com/economical;1 Player Keyboard 1 Player Mouse
eFootball Pro Evolution Soccer 2021 Season Update;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/efootball_pro_evolution_soccer_2021_season_update;Co-op
Efteling: Een Wonderlijk Avontuur met Pardoes de Tovernar;PC;https://www.speedrun.com/pardoes;Any% Co-Op
Eggsucker;;https://www.speedrun.com/eggsucker;Grande 2 players Any%
Egyptian Parkour;PC;https://www.speedrun.com/lethep;"""Co-op (2p); Co-op (2p,  Boost)"""
Eight Man;"Arcade; Neo Geo AES";https://www.speedrun.com/eight_man;Any% 2 Players
El Chavo;"Wii U; Wii";https://www.speedrun.com/el_chavo;"10 Cup; 15 Cup; All Cups; Unlock All Mini-Games"
Elasto Mania;PC;https://www.speedrun.com/elma;"All Levels (Multiplayer); Multiplayer"
Eldevin;"PC; Java Phone; Macintosh; Linux";https://www.speedrun.com/eldevin;"Group of 2; Group of 3; Group of 4; Group of 5"
Elemental Gearbolt;"PlayStation 2; PlayStation";https://www.speedrun.com/elemental_gearbolt;"Co-op Any%; Co-op 100%; Co-op Low%"
Elevator Source;PC;https://www.speedrun.com/elevator_source;Any% Co-op
Ember Kaboom;PC;https://www.speedrun.com/emberkaboom;Any% Two Players
Embr;"PlayStation 4; Xbox One; PC; Switch; Google Stadia";https://www.speedrun.com/embr;"""Unlocked Equipment,  Co-op"""
Empires of the Undergrowth ;;https://www.speedrun.com/empires_of_the_undergrowth_;full game (%any percent%)
Endless Space;PC;https://www.speedrun.com/endless_space;Allians_COOP%
Enter the Gungeon;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/enter_the_gungeon;Co-op
Enter The Matrix;"GameCube; PlayStation 2; Xbox; PC";https://www.speedrun.com/etm;"Niobe; Ghost"
Epic Battle Fantasy: Bullet Heaven 2;"PC; Web";https://www.speedrun.com/bh2;"""Any%; Level 1; Level 2; Any% NG+; All Diamonds NG+; Level 3; Level 4; Level 5; World (Base); Level 6; World (Exp.); Level 1 (100%); Level 2 (100%); Level 3 (100%); Level 4 (100%); Level 5 (100%); World (Base,  100%); Level 6 (100%); World (Exp.,  100%); 100%; Any% w/ Expansion Bosses; Any% NG+ w/ Expansion bosses; All Diamonds NG+ w/ Expansion bosses"""
Epic Super Bowser World;"Wii U; Wii";https://www.speedrun.com/esbw;Any% Multiplayer
Eronoctosis: Put Yourself Together;PC;https://www.speedrun.com/eronoctosis_put_yourself_together;"Any%; Any% No Duplication"
Escape Game Fort Boyard;"PlayStation 4; Xbox One; PC; Macintosh; Switch";https://www.speedrun.com/fortboyard2020;"Adventure; Boyard Party (Coop)"
Escape Machine City: Airborne;"PC; Android; iOS";https://www.speedrun.com/emca;Any%
Escape Simulator;PC;https://www.speedrun.com/escape_simulator;"First 3 Levels; First 4 Levels; Duo; Trio; Quartet"
ESP Ra.De.;"Arcade; PlayStation 4; Switch";https://www.speedrun.com/esprade;2P Coop - Any%
Espgaluda;"Arcade; PlayStation 2";https://www.speedrun.com/espgaluda;"2P Any% - Arcade; 2P Any% - PS2"
Espgaluda II;"Arcade; Xbox 360; Android; iOS";https://www.speedrun.com/espgaluda_ii;2P - Any%
Ethereal Estate;PC;https://www.speedrun.com/ethereal_estate;100% - Multiplayer
Evolve;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/evolve;Evacuation (Hunter) (Co-op)
Expedition Antarctica;"Xbox One; PC; Android; iOS; Xbox One X; Xbox Series X";https://www.speedrun.com/expedition_antarctica;Duo expedition
Extermination (Arcade);"Arcade; MiSTer";https://www.speedrun.com/extermination_arcade;Any% Co-Op 2 Players
Extreme Exorcism;"Wii U; PlayStation 3; PlayStation 4; Xbox One; PC";https://www.speedrun.com/extreme_exorcism;Any% Co-op
F.E.A.R. 3;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/fear3;"Co-op; Co Op; All Alma Dolls"
F1 2019;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/f1_2019;Championship
Fable Heroes;"Xbox 360; Xbox One; Xbox Series X; Xbox Series S";https://www.speedrun.com/fable_heroes;"Any%; Any% + Dark Any%; All Bosses; Normal Albion; Dark Albion; All Exits"
Factorio;PC;https://www.speedrun.com/factorio;"Any% MP; Default Settings MP; Any% Duo; New Game+ Massive Multiplayer; ↳ Hall of Fame (Early Access Runs)"
Fallout 76;"PlayStation 4; Xbox One; PC";https://www.speedrun.com/fallout_76;"Any% (Co-op); The Wayward; Responders Story; Rose's Story; BoS Story; Wastelanders; Steel Dawn"
Family Guy: Back to the Multiverse;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/bttm;"Any%; Any% NG+; Any% NG; 100%; All Secondary Objectives; All Primary Objectives; All Collectables NG+; Challenge Mode; Cheat%; Extended Cheat%; All Collectables NG"
Family Guy: Back to the Multiverse Category Extensions;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/bttmce;"1 Star; 2 Stars; 3 Stars; Multiverse Madness; All Achievements; Sea Men High Score; Marathon Runs; Archived Runs"
Family Ski;"Wii U; Wii";https://www.speedrun.com/fski;All Courses Co-Op
Fantastic 4;"GameCube; Game Boy Advance; PlayStation 2; Xbox; PC";https://www.speedrun.com/fantastic_4;"Co-op Any%; True Co-op; Co-op NG+"
Fantasy Life;Nintendo 3DS;https://www.speedrun.com/fantasy_life;Trial Tower Challenge (co-op)
Far Cry 5;"PlayStation 4; Xbox One; PC; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/fc5;"Non-Alternate-Ending; All Prepper Stashes; Any%; Clutch Nixon%; (DLC) Hours of Darkness; (DLC) Lost On Mars; (DLC) Dead Living Zombies; 100%"
Far Cry New Dawn;"PlayStation 4; Xbox One; PC; PlayStation 5";https://www.speedrun.com/fcnd;"Any%; 100%; All Treasure Hunts; All Outposts"
Farming Simulator 19;"PlayStation 4; Xbox One; PC; Macintosh; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/fas19;"Earn 500.000 Money; Earn 1.000.000 Money"
Farming Simulator 2011;"PC; Macintosh";https://www.speedrun.com/farming_simulator_2011;"""1, 000, 000$ Multiplayer; 100 Bottles Multiplayer; 1, 000, 000$ with ProFarm1 Multiplayer"""
Farming Simulator 22;"PlayStation 4; Xbox One; PC; PlayStation 5; Xbox Series X";https://www.speedrun.com/farming_simulator_22;Road To 1 Million - 2 players
FAT PRINCESS ADVENTURE;PlayStation 4;https://www.speedrun.com/fat_princess_adventure;"ANY% 2PLAYER; NG+ Only Mage% 2Player; NG+ Only Hunter% 2Player; NG+ Only Knigth% 2Player; NG+ Only Technician% 2Player"
Feeding Frenzy 2: Shipwreck Showdown;"PlayStation 3; Xbox 360; Xbox One; PC; Macintosh";https://www.speedrun.com/feeding_frenzy_2_shipwreck_showdown;Co-op
Fiesta Online;PC;https://www.speedrun.com/fiesta;"Level 20; Tower of Iyzel; Crystal Castle; Dragon's Tomb; Leviathans Nest; Slime KQ; Mara KQ; Bee KQ; Dragonhunt KQ; Phino KQ"
FIFA 21;"PlayStation 4; Xbox One; PC; Web; Macintosh; Switch; Xbox One X; PlayStation 4 Pro; Xbox One S; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/fifa_21;Co-op
FIFA 22;"PlayStation 4; Xbox One; PC; Macintosh; Switch; PlayStation 4 Pro; Google Stadia; PlayStation 5; Xbox Series X; Xbox Series S";https://www.speedrun.com/fifa_22;Co-Op
Fight Crab;"PC; Switch";https://www.speedrun.com/fight_crab;"All Main Stages NG+ Multi-Crab; All Main Stages Multi-Crab; All Stages NG+ Early Access; All Stages Early Access"
Fight'N Rage;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/fightnrage;"2 Players; 3 Players"
Fighting Force;"Nintendo 64; PlayStation; PlayStation Portable; PC";https://www.speedrun.com/fighting_force;Co-Op
Final Bubble Bobble;Sega Master System;https://www.speedrun.com/final_bubble_bobble;"any% (2 Players); Happy End (2 Players)"
Final Exam;"PlayStation 3; Xbox 360; PC";https://www.speedrun.com/final_exam;"Any% Co-op; 100% Co-op"
Final Fantasy Crystal Chronicles;GameCube;https://www.speedrun.com/ffcc;Co-op
Final Fantasy Crystal Chronicles Remastered Edition;"PlayStation 4; Android; iOS; Switch; PlayStation 5";https://www.speedrun.com/ffccre;"Co-op NG+; Co-op"
Final Fantasy Crystal Chronicles: Echoes of Time;"Nintendo DS; Wii";https://www.speedrun.com/ffcceot;"Co-Op 2P; Co-Op 3P; Co-Op 4P"
Final Fantasy XIV: Endwalker;"PlayStation 4; PC; Macintosh; PlayStation 5";https://www.speedrun.com/ffxiv;"Cooperative; PotD; Synced; HoH; Synced Cooperative; MSQ; MSQ(NG+); All Dungeons; All Trials; Archived Runs; BLU Cooperative"
Final Fantasy XV: Comrades;"PlayStation 4; Xbox One; PC; Xbox One X; PlayStation 4 Pro; Xbox One S; PlayStation 5";https://www.speedrun.com/final_fantasy_xv_comrades;Comrades: Departure (Multi)
Final Fight (Arcade);"Arcade; PlayStation 2; Xbox; PlayStation 4; Xbox One; PC; X68000; Amiga; Commodore 64; Switch; Atari ST; Amstrad CPC; ZX Spectrum; MiSTer";https://www.speedrun.com/final_fight_arcade;"2P Any%; 2P 1 CC; 3P Any% (30th Anniversary Edition); 3P 1 CC (30th Anniversary Edition)"
Final Fight (SNES);"Super Nintendo; MiSTer";https://www.speedrun.com/finalfightsnes;"Co-Op 2 Players Easy (Unlicensed Hack); Co-Op 2 Players Normal (Unlicensed Hack); Co-Op 2 Players Hard (Unlicensed Hack); Co-Op 2 Players Expert (Unlicensed Hack)"
Final Fight 2;"Super Nintendo; Wii Virtual Console; Wii U Virtual Console";https://www.speedrun.com/final_fight_2;2 Player
Final Fight 3;"Super Nintendo; Wii Virtual Console; Wii U Virtual Console; New Nintendo 3DS Virtual Console";https://www.speedrun.com/finalfight3;Coop Any%
Final Fight CD;"Sega CD; MiSTer";https://www.speedrun.com/final_fight_cd;Co-Op 2 Players
Final Fight: Streetwise;"PlayStation 2; Xbox";https://www.speedrun.com/final_fight_streetwise;Arcade Mode Any%
Final Flames 2: Against the Dark World Crisis;PC;https://www.speedrun.com/finalflames2;any% co-op
Fire and Rescue;Nintendo Entertainment System;https://www.speedrun.com/fire_and_rescue;"1 Loop Co-Op; 2 Loops Co-Op"
Fire Emblem Warriors;"Nintendo 3DS; Switch";https://www.speedrun.com/few;"New Game; New Game+; Coop"
Fireboy & Watergirl: Elements;PC;https://www.speedrun.com/faw5;"Any% 2P; 100% 2P; Any% 2P; 100% 2P"
Fireboy and Watergirl 1 - The Forest Temple;PC;https://www.speedrun.com/faw1;"Any% (2P); 100% (2P); Any% (2P); 100% (2P); 1 Branch (2P)"
Fireboy and Watergirl 2 - The Light Temple;PC;https://www.speedrun.com/faw2;"Any% (2P); 100% (2P); Any% (2P); 100% (2P)"
Fireboy and Watergirl 3 - The Forest Temple Again;PC;https://www.speedrun.com/faw3for;"Any% (2P); 100% (2P)"
Fireboy and Watergirl 3 - The Ice Temple;PC;https://www.speedrun.com/faw3ice;"Any% (2P); 100% (2P); Any% (2P); 100% (2P)"
Fireboy and Watergirl 4 - The Crystal Temple;"PC; Macintosh; Linux";https://www.speedrun.com/faw4tct;"Any% 2P; 100% 2P; Any% 2P; 100% 2P"
Fireboy and Watergirl: Fairy Tales;PC;https://www.speedrun.com/fireboy_and_watergirl_fairy_tales;"Any% (2P); Any% (3P); Any% (2P); Any% (3P); 100% (2P); 100% (3P); 100% (2P); 100% (3P)"
Firepower 2000;Super Nintendo;https://www.speedrun.com/firepower_2000;co-op
Firestriker;Super Nintendo;https://www.speedrun.com/firestriker;2P Any%
Fisherman's Bait 2: Big Ol' Bass;"PlayStation 2; PlayStation; PlayStation 3; PlayStation Portable";https://www.speedrun.com/fb2;"Any% Co-op; All Fish Co-op; 100% Co-op"
Fist Punch;;https://www.speedrun.com/fist_punch;"any% two player; Death% 2p"
Fistful of Frags;"PC; Macintosh; Linux";https://www.speedrun.com/fof;"All Missions - Intermediate; All Missions - Expert"
FixEight;Arcade;https://www.speedrun.com/fixeight;"1CC; Any%; Deathless"
Flat Heroes;"PC; Switch";https://www.speedrun.com/flat_heroes;Multiplayer
Flatland: Prologue;"PlayStation 4; PC; Switch";https://www.speedrun.com/flatland_prologue;"Any %; 100%"
Flightless Demo;"PC; Macintosh";https://www.speedrun.com/flightless_demo;"100% coop speedrun; any% coop speedrun"
Fling To The Finish;PC;https://www.speedrun.com/fling_to_the_finish;"All UFO Races; Ufo race; All Duck Hunts 100%; All Coin Frenzy Levels; All Bomb Runs; Duck Hunt; Coin Frenzy; Bomb Run"
FlingSmash;"Wii U; Wii";https://www.speedrun.com/flingsmash;"Any%; Boss Rush"
Flipside;Web;https://www.speedrun.com/flipside;Any% Co-op
Flyff;PC;https://www.speedrun.com/flyff;"Lv 1 to 20; Clear Dungeon; Lv 1 to 60"
FNF FPS;"PC; Web";https://www.speedrun.com/fnf_fps;100%
Folklore Hunter;PC;https://www.speedrun.com/folklore_hunter;"Duo; Trio; Duo; Trio"
For Honor;"PlayStation 4; Xbox One; PC; PlayStation 5; Xbox Series X";https://www.speedrun.com/for_honor;NG+ Any% Co-Op
For The King;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/for_the_king;"For The King; Frost Adventure; Into The Deep; Lost Civilization; Dungeon Crawl"
Forced;"Wii U; PlayStation 4; Xbox One; PC; Macintosh; Linux";https://www.speedrun.com/forced;Any% 4 players
FOREWARNED;PC;https://www.speedrun.com/forewarned;"Duo; Trio; Quartet; Duo; Trio; Quartet"
Fort Boyard (2019);"PlayStation 4; Xbox One; PC; Macintosh; Switch";https://www.speedrun.com/fortboyard2019;"Adventure; Boyard Party (Coop)"
Fractured Soul;"Nintendo 3DS; PC";https://www.speedrun.com/fractured_soul;100 percent - Easy
From the Shadows;PC;https://www.speedrun.com/from_the_shadows;"Any%; 100%"
Fruity Smoothie;PC;https://www.speedrun.com/fruity_smoothie;Co-op any%
Full Metal Furies;"Xbox One; PC; Switch";https://www.speedrun.com/full_metal_furies;"Any%; True Ending; 100%; Spinigi%; Charon%"
Full Spectrum Warrior: Ten Hammers;"PlayStation 2; Xbox; PC";https://www.speedrun.com/fsw_th;"Any%; Chapter One; Chapter Two; Cheat%"
Fullmetal Alchemist: Dream Carnival;PlayStation 2;https://www.speedrun.com/fullmetal_alchemist_dream_carnival;1P and 2P Arcade Mode Normal%
Funky Chunky Hikers;"PC; Android; Linux";https://www.speedrun.com/funky_chunky_hikers;"Paired Pre-1.5; Paired Post-1.5; Paired Pre-1.5; Paired Post-1.5"
Funky Jet;Arcade;https://www.speedrun.com/funky_jet;all levels any% CO-OP
Fury Unleashed;"PlayStation 4; Xbox One; PC; Switch";https://www.speedrun.com/fury_unleashed;Any% 2P
FusionFall Retro;PC;https://www.speedrun.com/ffretro;4P Any%
Future Cop: LAPD;"PlayStation 2; PlayStation; PC; Macintosh";https://www.speedrun.com/fc_lapd;Crime War Co-Op
Future Tank;Nintendo Entertainment System;https://www.speedrun.com/future_tank;Stage 1-12 (2 Players Co-Op)
G-Darius;"Arcade; PlayStation 2; PlayStation; PlayStation 3; PlayStation Vita; PlayStation 4; Switch";https://www.speedrun.com/gdarius;"Arcade; Beginner; VS Boss; Co-op"
Gaia Crusaders;Arcade;https://www.speedrun.com/gaia_crusaders;"Any%; Default"
Gain Ground;"Wii Virtual Console; Sega Genesis; Arcade; PlayStation 2; PlayStation 3; PlayStation Portable; Xbox 360; Sega Master System; PlayStation 4; Xbox One; PC; Switch; TurboGrafx-16 CD-ROM";https://www.speedrun.com/gain_ground;Genesis
Galaga Arrangement;"GameCube; Arcade; PlayStation 2; PlayStation 3; Xbox 360; Xbox; Wii";https://www.speedrun.com/galagaarrangement;Co-Op
Galaxite;"PlayStation Portable; Xbox; PlayStation 4; Xbox One; PC; Android; iOS; Xbox Series X";https://www.speedrun.com/galaxite;"Fill The Gaps; Core Wars; Prop Hunt; Chronos; Rush; Doubles; Quads"
Game Party;"Wii U; Wii";https://www.speedrun.com/game_party;Co-Op (2 Players)
Game Party 2;"Wii U; Wii";https://www.speedrun.com/game_party_2;Co-Op (2 Players)
Game Party 3;"Wii U; Wii";https://www.speedrun.com/game_party_3;2 Player Single Game
Game Pigeon;iOS;https://www.speedrun.com/game_pigeon;"All Games; All Games(Paid); 8 & 9 Ball pool; Mancala Avalanche & Capture; All Word Games; Chess and Checkers; Time"
Gang Beasts;"PlayStation 4; Xbox One; PC; Macintosh; Linux";https://www.speedrun.com/gangbeasts;"Co-Op All Levels; Co-Op Roof; Co-Op Grind; Co-Op Subway; Co-Op Incinerator; Co-Op Subway (Legacy 1); Co-Op Roof Windowless (Legacy 2)"
Gang Wars;Arcade;https://www.speedrun.com/gang_wars;Co-op Any%
Garry's Mod;"PC; Macintosh; Linux";https://www.speedrun.com/gmod;Half-Life Co-op
Gastly's Hidden Haunt!;Web;https://www.speedrun.com/ghh;Co-op
Gauntlet (NES);Nintendo Entertainment System;https://www.speedrun.com/gauntlet_nes;Any% Co-op
Gauntlet 2014;"PlayStation 4; PC";https://www.speedrun.com/gauntlet_2014;Co-op
Gauntlet IV;Sega Genesis;https://www.speedrun.com/gauntlet_iv;"""Quest Mode """"Good Ending"""" 4-Player"""
Gauntlet Legends;"Nintendo 64; Dreamcast; PlayStation";https://www.speedrun.com/gauntlet_legends;"Any% (Co-op); Glitchless (Co-op); Any% (New Game+)"
Gauntlet: Dark Legacy;"GameCube; Arcade; PlayStation 2; Xbox";https://www.speedrun.com/gauntlet_dark_legacy;"Special Mode; 100%; New Game + Any%; Glitchless; Co-Op; Co-op"
Gauntlet: Seven Sorrows;"PlayStation 2; Xbox 360";https://www.speedrun.com/gauntlet_seven_sorrows;"NG Co-Op; NG+ Co-Op"
Gears 5;"Xbox One; PC; Xbox One X; Xbox Series X";https://www.speedrun.com/gears5;"Co-op Any%; Horde; Escape"
Gears of War;"Xbox 360; Xbox One; PC; Xbox One X; Xbox Series X";https://www.speedrun.com/gow1;Co-op Any%
Gears of War 2;"Xbox 360; Xbox One; Xbox One X; Xbox Series X";https://www.speedrun.com/gears2;Co-op Any%
Gears of War 3;"Xbox 360; Xbox One; Xbox One X; Xbox Series X";https://www.speedrun.com/gears3;"Co-op Any%; Any%; RAAM's Shadow; RAAM's Shadow Arcade"
Gears of War 3 Beast Mode;"Xbox 360; Xbox One";https://www.speedrun.com/gow3bm;Co-op
Gears of War 3 Horde Mode;"Xbox 360; Xbox One";https://www.speedrun.com/gears3horde;"Normal Any%; Hardcore Any%; Insane Any%; Horde Any%"
Gears of War 4;"Xbox One; PC; Xbox One X; Xbox Series X";https://www.speedrun.com/gears4;"Casual Any%; Co-op Any%; Insane Any%; Casual Co-op Any%; Insane Co-op Any%"
Gears of War 4 Horde Mode;"Xbox One; PC";https://www.speedrun.com/gears4horde;"Casual Any%; Normal Any%; Hardcore Any%; Insane Any%; Horde Any%"
Gears of War: Ultimate Edition;"Xbox One; PC; Xbox One X; Xbox Series X";https://www.speedrun.com/gowue;Co-op Any%
Gegege No Kitarō: Fukkatsu! Tenma Daiou;Super Nintendo;https://www.speedrun.com/gegege_no_kitaro_fukkatsu_tenma_daiou;Any% Coop
Gekido: Kintaro's Revenge;"Game Boy Advance; PlayStation 4; PC; Switch";https://www.speedrun.com/gekido_kintaros_revenge;"Beat The Game (2 players); Survival% (2 players)"
Gekido: Urban Fighters;"PlayStation 2; PlayStation; PlayStation 3";https://www.speedrun.com/gekido_urban_fighters;"Any% (co-op); Survival"
Generals.io;"PC; Web";https://www.speedrun.com/generals.io;2 Vs 2
