name;platforms;url;categories FG;levels;categories IL;total
Archery World Tour;Web;https://www.speedrun.com/archery_world_tour;3;50;100; 
Archimedes;PC;https://www.speedrun.com/archimedes;1;0;0; 
Archlion Saga;Android, iOS, Switch;https://www.speedrun.com/archlion_saga;4;1;2; 
Archon Classic;PC;https://www.speedrun.com/archon_classic;3;0;0; 
Archon: The Light and the Dark;Nintendo Entertainment System, MS-DOS, Amiga, NEC PC-88 series, Commodore 64, Macintosh;https://www.speedrun.com/archon_the_light_and_the_dark;4;0;0; 
Archvale;Xbox One, PC, Switch, Xbox One X, Xbox One S, Xbox Series X, Xbox Series S;https://www.speedrun.com/archvale;15;1;3; 
Archvale_Demo;PC;https://www.speedrun.com/archvale_demo;3;0;0; 
Arctic Adventure;MS-DOS;https://www.speedrun.com/arctic_adventure;4;0;0; 
Arctic Thunder;Arcade, PlayStation 2, Xbox;https://www.speedrun.com/arctic_thunder;4;12;48; 
Arcticfox;MS-DOS;https://www.speedrun.com/arcticfox;1;0;0; 
Arcus;PC, Android;https://www.speedrun.com/arcus;1;0;0; 
Arcus Odyssey;Sega Genesis;https://www.speedrun.com/arcus_odyssey;5;0;0; 
Arcuz;PC;https://www.speedrun.com/arcuz;5;4;4; 
Arcuz 2;PC;https://www.speedrun.com/arcuz_2;10;6;6; 
Ardenfall Demo;PC;https://www.speedrun.com/ardenfalldemo;3;1;2; 
Ardy Lightfoot;Super Nintendo;https://www.speedrun.com/ardy_lightfoot;1;18;18; 
Are You Afraid of the Dark?: The Tale of Orpheo's Curse;PC;https://www.speedrun.com/are_you_afraid_of_the_dark_the_tale_of_orpheos_curse;2;0;0; 
Are You Human?;Web;https://www.speedrun.com/ayh;4;16;0; 
Are you Smarter than a 5th Grader - Make the Grade;Nintendo DS, PlayStation 2, Xbox 360, PC, Wii;https://www.speedrun.com/5thgrade;3;0;0; 
Are You Smarter Than a 5th Grader? - Back to School;Nintendo DS, Wii;https://www.speedrun.com/5thgradebts;4;0;0; 
AREA 4643;PC;https://www.speedrun.com/area_4643;4;0;0; 
Area 51;PlayStation 2, Xbox, PC;https://www.speedrun.com/area51;3;18;18; 
Area 51 (1995 Arcade);Sega Saturn, Arcade, PlayStation, PC;https://www.speedrun.com/area_51_1995_arcade;10;0;0; 
Arebania RPG: N.A.R. se va de Arebania;;https://www.speedrun.com/arebaniarpgnarsevadearebania;2;0;0; 
Arena;PC, Macintosh;https://www.speedrun.com/arena;1;0;0; 
ARETHA II;Game Boy Color, Game Boy Player, Super Game Boy 2, Game Boy;https://www.speedrun.com/aretha_ii;2;0;0; 
Argument Wars;Android, Web;https://www.speedrun.com/argument_wars;6;9;36; 
Aria of Sorrow Alter;Game Boy Advance;https://www.speedrun.com/aria_of_sorrow_alter;3;0;0; 
Aria's Story;PC;https://www.speedrun.com/arias_story;7;0;0; 
Arid;PC;https://www.speedrun.com/arid;2;5;0; 
Ariel the Little Mermaid;Sega Genesis;https://www.speedrun.com/ariel_the_little_mermaid;1;0;0; 
Arietta of Spirits;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/arietta_of_spirits;16;0;0; 
Arise: A Simple Story;PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S;https://www.speedrun.com/arise;4;10;20; 
Aritana and the Harpy's Feather;Xbox One, PC;https://www.speedrun.com/aritana_and_the_harpys_feather;1;0;0; 
Arizona Sunshine;PlayStation 4, HTC Vive, Oculus VR, PlayStation 4 Pro, Valve Index, Windows Mixed Reality, Oculus Quest, PS5 for backward compatible games;https://www.speedrun.com/arizona_sunshine;14;8;156; 
ARK-the lost fairytale-;PC;https://www.speedrun.com/ark-the_lost_fairytale-;4;0;0; 
ARK: Survival Evolved;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/ark_survival_evolved;360;0;0; 
Arkagis Revolution;Sega Genesis;https://www.speedrun.com/arkagis_revolution;1;0;0; 
Arkanoid;Nintendo Entertainment System;https://www.speedrun.com/arkanoid;4;0;0; 
Arkanoid DS;Nintendo DS, Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/arkanoid_ds;3;0;0; 
Arkanoid II: Revenge of Doh;Nintendo Entertainment System;https://www.speedrun.com/arkanoid_ii;1;0;0; 
Arkanoid Plus!;Wii, WiiU Backwards Compatibility;https://www.speedrun.com/arkanoid_plus;6;0;0; 
Arkanoid: Doh It Again;Super Nintendo;https://www.speedrun.com/arkanoid_doh_it_again;3;0;0; 
Arkista's Ring;Nintendo Entertainment System;https://www.speedrun.com/arkistasring;2;0;0; 
Arknights;Android, iOS;https://www.speedrun.com/arknights;58;7;7; 
Arlo The Rabbit;PC;https://www.speedrun.com/arlo_the_rabbit;2;0;0; 
Arm Joe;PC;https://www.speedrun.com/arm_joe;2;0;0; 
Arm Wrestling;Arcade, ZX Spectrum;https://www.speedrun.com/armwrest;5;5;10; 
Arma - Armed Assault;PC;https://www.speedrun.com/armaassault;12;33;132; 
Arma - Cold War Assault;PC;https://www.speedrun.com/armacoldwar;16;81;324; 
Arma - Tactics;PC, Android, iOS, Linux;https://www.speedrun.com/armatactics;6;11;22; 
Arma 2;PC;https://www.speedrun.com/arma2;16;25;400; 
Arma 2 - Operation Arrowhead;PC;https://www.speedrun.com/arma2op;32;56;224; 
Arma 3;PC, Macintosh;https://www.speedrun.com/arma3;72;88;704; 
Arma 3 - Category Extension;PC;https://www.speedrun.com/arma3-ce;16;13;520; 
Arma 3 - Contact;PC, Macintosh;https://www.speedrun.com/arma3-contact;8;6;192; 
Arma 3 - Creator DLC;PC;https://www.speedrun.com/arma3-creatordlc;8;10;80; 
Armada Tanks;PC;https://www.speedrun.com/armada_tanks;3;0;0; 
Armadillo;Nintendo Entertainment System;https://www.speedrun.com/armadillo;1;0;0; 
Armadillo Racing;Arcade;https://www.speedrun.com/armadillo_racing;3;0;0; 
Armageddon Riders/Clutch;PlayStation 3, PC;https://www.speedrun.com/armageddon_riders;4;0;0; 
Armed & Delirious;PC;https://www.speedrun.com/armed_and_delirious;1;0;0; 
Armed and Dangerous;Xbox, PC;https://www.speedrun.com/armed_and_dangerous;2;0;0; 
Armed Fighter;PlayStation;https://www.speedrun.com/armed_fighter;3;0;0; 
Armed with Wings;Web;https://www.speedrun.com/aww1;5;0;0; 
Armed with Wings 2;Web;https://www.speedrun.com/aww2;10;0;0; 
Armed With Wings: Rearmed;PC;https://www.speedrun.com/armed_with_wings_rearmed;8;40;240; 
Armello;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/armello;8;0;0; 
Armikrog.;Wii U, PlayStation 4, Xbox One, PC, Macintosh, Linux;https://www.speedrun.com/armikrog.;1;0;0; 
Armillo;Wii U, PC;https://www.speedrun.com/armillo;1;0;0; 
Armor Battle;GameCube, Nintendo DS, PlayStation 2, PlayStation, Xbox 360, Xbox, PC, Macintosh, Intellivision, Plug and Play;https://www.speedrun.com/armor_battle;2;0;0; 
Armor Mayhem;PC, Web;https://www.speedrun.com/armor_mayhem;1;18;18; 
Armored Core;PlayStation 2, PlayStation, PlayStation 3, PlayStation Vita, Playstation TV, Playstation Classic;https://www.speedrun.com/armored_core;4;0;0; 
Armored Core 2;PlayStation 2, PlayStation 3;https://www.speedrun.com/armored_core_2;4;0;0; 
Armored Core 2: Another Age;PlayStation 2, PlayStation 3;https://www.speedrun.com/ac2_aa;2;0;0; 
Armored Core 3;PlayStation 2, PlayStation 3, PlayStation Portable;https://www.speedrun.com/armored_core_3;2;0;0; 
Armored Core 4;PlayStation 3, Xbox 360;https://www.speedrun.com/armored_core_4;4;0;0; 
Armored Core Nexus;PlayStation 2, PlayStation 3;https://www.speedrun.com/armored_core_nexus;1;0;0; 
Armored Core V;PlayStation 3, Xbox 360;https://www.speedrun.com/acv;4;0;0; 
Armored Core: For Answer;PlayStation 3, Xbox 360;https://www.speedrun.com/armored_core_for_answer;6;0;0; 
Armored Core: Formula Front;PlayStation 2, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV;https://www.speedrun.com/acff;2;0;0; 
Armored Core: Last Raven;PlayStation 2, PlayStation 3, PlayStation Portable;https://www.speedrun.com/aclr;8;0;0; 
Armored Core: Master of Arena;PlayStation 2, PlayStation, PlayStation 3, PlayStation Vita, Playstation TV;https://www.speedrun.com/armored_core_master_of_arena;1;0;0; 
Armored Core: Nine Breaker;PlayStation 2, PlayStation 3;https://www.speedrun.com/acnb;2;0;0; 
Armored Core: Project Phantasma;PlayStation 2, PlayStation, PlayStation 3, PlayStation Vita, Playstation TV;https://www.speedrun.com/armored_core_project_phantasma;1;0;0; 
Armored Core: Verdict Day;PlayStation 3, Xbox 360;https://www.speedrun.com/acvd;2;60;480; 
ARMORED HEAD;PC;https://www.speedrun.com/armored_head;2;0;0; 
Armored Hunter Gunhound EX;PlayStation Portable;https://www.speedrun.com/armored_hunter_gunhound_ex;1;0;0; 
Armored Warriors;Arcade, Xbox, PlayStation 4, Xbox One, PC, Switch, PlayStation 5, MiSTer;https://www.speedrun.com/armored_warriors;6;0;0; 
ARMS;Switch;https://www.speedrun.com/arms;32;0;0; 
Army Men;Game Boy Color, PC;https://www.speedrun.com/army_men;2;12;12; 
Army Men 2;Game Boy Color, PC;https://www.speedrun.com/am2;4;12;36; 
Army Men 3D;PlayStation 2, PlayStation, PlayStation 3;https://www.speedrun.com/army_men_3d;12;19;57; 
Army Men Advance;Game Boy Advance;https://www.speedrun.com/ama;1;0;0; 
Army Men: Air Attack 2;GameCube, PlayStation 2, PlayStation;https://www.speedrun.com/aa2;4;20;20; 
Army Men: Air Combat;Nintendo 64, PlayStation 2, PlayStation, PlayStation 3, PC;https://www.speedrun.com/army_men_air_combat;2;16;48; 
Army Men: RTS;GameCube, PlayStation 2, PC, Wii;https://www.speedrun.com/amrts;6;23;69; 
Army Men: Sarge's Heroes;Nintendo 64, Dreamcast, PlayStation 2, PlayStation, PC;https://www.speedrun.com/amsh1;6;17;51; 
Army Men: Sarge's Heroes 2;Nintendo 64, PlayStation 2, PlayStation;https://www.speedrun.com/amsh2;5;19;57; 
Army Men: Sarge's War;GameCube, PlayStation 2, Xbox, PC;https://www.speedrun.com/army_men_sarges_war;3;0;0; 
Army Men: Toys in Space;PC;https://www.speedrun.com/httpsen.wikipedia.orgwikiarmy_men_toys_in_space;1;0;0; 
Army Men: World War;PlayStation, PC;https://www.speedrun.com/httparmymen.wikia.comwikiarmy_men_world_war;1;0;0; 
Army of ages;PC;https://www.speedrun.com/army_of_ages;4;0;0; 
Army of Darkness: Defense;Android, iOS;https://www.speedrun.com/army_of_darkness_defense;3;0;0; 
Army of Two;PlayStation 3, Xbox 360;https://www.speedrun.com/ao2;2;0;0; 
Army of Two: The 40th Day;PlayStation 3, PlayStation Portable, Xbox 360;https://www.speedrun.com/army_of_two_the_40th_day;4;0;0; 
Army of Two: The 40th Day PSP;PlayStation Portable;https://www.speedrun.com/ao2psp;1;0;0; 
Army of TWO: The Devil's Cartel;PlayStation 3, Xbox 360;https://www.speedrun.com/army_of_two_the_devils_cartel;4;0;0; 
Army Ranger: Mogadishu;PC;https://www.speedrun.com/army_ranger_mogadishu;8;1;0; 
Arnold Palmer Tournament Golf;Sega Genesis;https://www.speedrun.com/arnold_palmer_tournament_golf;2;0;0; 
Around the Clock at Bikini Bottom;PC;https://www.speedrun.com/atcabb;11;27;54; 
Around the World in 80 Days;Game Boy Advance;https://www.speedrun.com/around_the_world_in_80_days;1;0;0; 
Arrival in Hell;Web;https://www.speedrun.com/arrival_in_hell;1;0;0; 
Arrow Flash;Sega Genesis;https://www.speedrun.com/arrow_flash;3;0;0; 
Arrow's Way;PC, Web, Macintosh, Linux;https://www.speedrun.com/arrows_way;2;0;0; 
ARSENAL Extended Power;PC;https://www.speedrun.com/arsenal_extended_power;3;0;0; 
Arslan: The Warriors of Legend;PlayStation 3, PlayStation 4, Xbox One, PC;https://www.speedrun.com/arslan_the_warriors_of_legend;2;0;0; 
Art Academy;Wii U, Nintendo DS, Nintendo 3DS;https://www.speedrun.com/art_academy;5;0;0; 
Art of Balance;Wii U, Nintendo 3DS, PlayStation 4, Wii, Switch;https://www.speedrun.com/art_of_balance;4;2;16; 
Art of Fighting;Super Nintendo, Wii Virtual Console, Sega Genesis, Arcade, PlayStation 2, PlayStation 3, PlayStation Portable, PlayStation 4, Xbox One, PC, Wii, Neo Geo AES, Switch, Neo Geo CD, TurboGrafx-16 CD-ROM;https://www.speedrun.com/aof1;16;0;0; 
Art of Fighting 2;Super Nintendo, Wii Virtual Console, Arcade, PlayStation 2, PlayStation 4, Xbox One, PC, Neo Geo AES, Switch, Neo Geo CD;https://www.speedrun.com/aof2;11;12;216; 
Art of Fighting 3: The Path of the Warrior;Wii Virtual Console, Arcade, PlayStation 2, PlayStation 4, Xbox One, PC, Neo Geo AES, Switch, Neo Geo CD;https://www.speedrun.com/aof3;10;10;60; 
art of rally;Xbox, PlayStation 4, PC, Switch, PlayStation 5, Xbox Series X;https://www.speedrun.com/art_of_rally;42;98;588; 
Art Style: BASE 10;Nintendo 3DS, New Nintendo 3DS, DSi;https://www.speedrun.com/base10;2;0;0; 
Art Style: CUBELLO;Wii, WiiU Backwards Compatibility;https://www.speedrun.com/cubello;7;0;0; 
Art Style: light trax;Wii, WiiU Backwards Compatibility;https://www.speedrun.com/aslt;3;6;6; 
Art Style: ORBIENT;Wii Virtual Console;https://www.speedrun.com/art_style_orbient;4;50;100; 
Art Style: PiCTOBiTS;Nintendo 3DS, New Nintendo 3DS, DSi;https://www.speedrun.com/pictobits;3;0;0; 
Art Style: ROTOHEX;Wii, WiiU Backwards Compatibility;https://www.speedrun.com/rotohex;5;6;6; 
Art Style: Rotozoa;Wii, WiiU Backwards Compatibility;https://www.speedrun.com/rotozoa;6;0;0; 
Artemis: God-Queen of The Hunt;PC;https://www.speedrun.com/artemis_god-queen_of_the_hunt;4;11;44; 
Arthur Ready to Race;PlayStation 2, PlayStation;https://www.speedrun.com/artr;2;0;0; 
Arthur's Absolutely Fun Day;Game Boy Color;https://www.speedrun.com/arthurs_absolutely_fun_day;2;0;0; 
Arthur's Camping Adventure;PC;https://www.speedrun.com/arthurs_camping_adventure;2;0;0; 
Arthur's Computer Adventure;PC;https://www.speedrun.com/arthurs_computer_adventure;1;0;0; 
Arthur's Nightmare;PC, Web;https://www.speedrun.com/arthurs_nightmare;4;3;9; 
Arthur's Thinking Games;PC, Macintosh;https://www.speedrun.com/atg;2;0;0; 
Artifact Adventure;PC;https://www.speedrun.com/artifact_adventure;3;0;0; 
Artman's Goplanes;MS-DOS;https://www.speedrun.com/artmans_goplanes;1;0;0; 
Arumana no Kiseki;Nintendo Entertainment System, Famicom Disk System;https://www.speedrun.com/arumana;3;0;0; 
Arvoesine;PC;https://www.speedrun.com/arvoesine;2;0;0; 
Arx Fatalis;Xbox, PC, Macintosh, Linux;https://www.speedrun.com/arx_fatalis;3;0;0; 
Ary and the Secret of Seasons;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/ary;1;0;0; 
Arzea;Web;https://www.speedrun.com/arzea;5;0;0; 
As Far As The Eye;PC;https://www.speedrun.com/as_far_as_the_eye;4;0;0; 
As Yet Untitled;PC;https://www.speedrun.com/ayu;1;0;0; 
Asakura! P;PC;https://www.speedrun.com/asakurap;2;0;0; 
Asatsugutori;PlayStation 4, Switch, PlayStation 5;https://www.speedrun.com/asatsugutori;2;0;0; 
Ascend;Oculus VR, Oculus Quest;https://www.speedrun.com/ascend;1;0;0; 
ASCENDANCE;Xbox One, PC, Macintosh, Switch;https://www.speedrun.com/ascendance;2;3;6; 
Ascendancy;MS-DOS;https://www.speedrun.com/ascendancy;8;0;0; 
Ascent;PC;https://www.speedrun.com/ascent;2;0;0; 
Ascent of Kings;Wii U;https://www.speedrun.com/ascent_of_kings;1;0;0; 
ASCENT: Crash Landing;PC;https://www.speedrun.com/ascent_crash_landing;3;4;8; 
ASCIIvania;Web;https://www.speedrun.com/asciivania;1;0;0; 
Asemblance;PlayStation 4, Xbox One, PC;https://www.speedrun.com/asemblance;6;0;0; 
Asghan: The Dragon Slayer;PC;https://www.speedrun.com/asghan;1;0;0; 
Asha in Monster World;PlayStation 4, PC, Switch;https://www.speedrun.com/asha_in_monster_world;2;0;0; 
Ashen;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/ashen;4;0;0; 
Ashes;PC;https://www.speedrun.com/ashes;2;0;0; 
Ashes of Outland;PC, Android, iOS, Macintosh;https://www.speedrun.com/ashes_of_outland;3;30;30; 
Ashita no Joe - Masshiro ni Moe Tsukiro!;PlayStation 2;https://www.speedrun.com/ashita_no_joe_masshiro_ni_moe_tsukiro;1;0;0; 
Ashita no Joe Touch: Typing Namida Hashi;PlayStation 2;https://www.speedrun.com/ashita_no_joe_touch_typing_namida_hashi;3;5;15; 
Asmik-kun Land;Nintendo Entertainment System;https://www.speedrun.com/asmik-kun_land;1;0;0; 
Aspetra;MS-DOS;https://www.speedrun.com/aspetra;1;0;0; 
Asphalt 4: Elite racing;Nintendo 3DS, New Nintendo 3DS, DSi;https://www.speedrun.com/asphalt_4_elite_racing;6;8;8; 
Asphalt 5;Android, iOS;https://www.speedrun.com/asphalt_5;1;48;96; 
Asphalt 6: Adrenaline;Android, iOS, Macintosh;https://www.speedrun.com/asphalt_6_adrenaline;13;32;64; 
Asphalt 7: Heat;PC, Android, iOS;https://www.speedrun.com/asphalt_7_heat;2;59;236; 
Asphalt 8: Airborne;PC, Android, iOS;https://www.speedrun.com/asphalt_8_airborne;114;65;3250; 
Asphalt 9: Legends;Xbox One, PC, Android, iOS, Switch, Xbox Series X;https://www.speedrun.com/a9l;342;150;991; 
Asphalt nitro;Android, Java Phone;https://www.speedrun.com/asphalt_nitro;2;14;14; 
Asphalt nitro 2;Android;https://www.speedrun.com/asphalt_nitro_2;3;0;0; 
Asphalt: Injection;PlayStation Vita, Android;https://www.speedrun.com/asphalt_injection;2;11;11; 
Asphalt: Urban GT 2;Nintendo DS, Nintendo 3DS, PlayStation Portable, PlayStation Vita, Java Phone, N-Gage;https://www.speedrun.com/asphalt_urban_gt_2;12;0;0; 
Aspire: Ina's Tale;;https://www.speedrun.com/aspire_inas_tale;1;3;3; 
Assassin's Creed;PlayStation 3, Xbox 360, PC;https://www.speedrun.com/ac1;8;0;0; 
Assassin's Creed Bloodlines;PlayStation Portable, PlayStation Vita, Playstation TV;https://www.speedrun.com/assassins_creed_bloodlines;1;0;0; 
Assassin's Creed Chronicles: China;PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC;https://www.speedrun.com/assassins_creed_chronicles_china;9;12;108; 
Assassin's Creed Chronicles: India;PlayStation 4, Xbox One, PC;https://www.speedrun.com/assassins_creed_chronicles_india;6;16;96; 
Assassin's Creed Chronicles: Russia;PlayStation 4, Xbox One, PC;https://www.speedrun.com/assassins_creed_chronicles_russia;6;16;96; 
Assassin's Creed II;PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC;https://www.speedrun.com/ac2;5;0;0; 
Assassin's Creed III;PlayStation 3, Xbox 360, PC;https://www.speedrun.com/ac3;3;1;4; 
Assassin's Creed III Remastered;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/ac3r;3;0;0; 
Assassin's Creed IV: Black Flag;Wii U, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S;https://www.speedrun.com/ac4;9;42;84; 
Assassin's Creed Liberation HD;PlayStation 3, Xbox 360, PC;https://www.speedrun.com/assassins_creed_liberation_hd;3;0;0; 
Assassin's Creed Odyssey;PlayStation 4, Xbox One, PC, Switch, Google Stadia;https://www.speedrun.com/acodyssey;4;0;0; 
Assassin's Creed Origins;PlayStation 4, Xbox One, PC;https://www.speedrun.com/acorigins;4;0;0; 
Assassin's Creed Syndicate;PlayStation 4, Xbox One, PC;https://www.speedrun.com/acs;6;37;74; 
Assassin's Creed Valhalla;PlayStation 4, Xbox One, PC, Google Stadia, PlayStation 5, Xbox Series X, Xbox Series S;https://www.speedrun.com/acvalhalla;1;0;0; 
Assassin's Creed: Altair Chronicles;Nintendo DS, Android, iOS;https://www.speedrun.com/assassins_creed_altair_chronicles;1;0;0; 
Assassin's Creed: Brotherhood;PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC;https://www.speedrun.com/acb;8;1;4; 
Assassin's Creed: Revelations;PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC;https://www.speedrun.com/acr;4;1;2; 
Assassin's Creed: Rogue;PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/acrogue;2;0;0; 
Assassin's Creed: Unity;PlayStation 4, Xbox One, PC;https://www.speedrun.com/acu;11;1;4; 
Assault Android Cactus;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/aac;64;50;450; 
Assault Android Cactus EX;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/aacex;12;50;250; 
Assault ChaingunS KM Switch;Switch;https://www.speedrun.com/assault_chaingun_km_switch;5;0;0; 
Assault Heroes;PlayStation 3, Xbox 360, PC;https://www.speedrun.com/assault_heroes;1;0;0; 
Assault Spy;PC;https://www.speedrun.com/assaultspy;14;3;9; 
Assault Trooper;MS-DOS;https://www.speedrun.com/assault_trooper;4;0;0; 
Assault!! On Planet Beezlbub;Nintendo Entertainment System;https://www.speedrun.com/assault_on_planet_beezlbub;1;0;0; 
Assault: Retribution;PlayStation 2, PlayStation, PlayStation 3;https://www.speedrun.com/assault_retribution;6;0;0; 
AssaultCube;PC;https://www.speedrun.com/assaultcube;4;6;24; 
Assemble with Care;PC, iOS;https://www.speedrun.com/awc;4;14;14; 
Assembloid: Lose your head;PC, Macintosh, Linux;https://www.speedrun.com/assembloid_lose_your_head;1;0;0; 
Assessment Examination;PC, Web;https://www.speedrun.com/assessment_examination;3;0;0; 
Assetto Corsa;PlayStation 4, Xbox One, PC;https://www.speedrun.com/assetto_corsa;2;27;54; 
Assimilate;Nintendo Entertainment System;https://www.speedrun.com/assimilate;4;0;0; 
Assoluto Racing: Real Grip Racing & Drifting;PC, Android, iOS, Macintosh;https://www.speedrun.com/assoluto_racing_real_grip_racing_and_drifting;70;29;464; 
Astal;Sega Saturn;https://www.speedrun.com/astal;2;0;0; 
Astalon: Tears of the Earth;PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S;https://www.speedrun.com/astalon_tears_of_the_earth;9;0;0; 
Astebreed: Definitive Edition;PlayStation 4, PC;https://www.speedrun.com/astebreed_definitive_edition;3;6;0; 
Astérix & Obélix;Super Nintendo, Game Boy Advance, Nintendo DS, PC, Game Boy Player;https://www.speedrun.com/aando;18;0;0; 
Astérix & Obélix (GB);Game Boy Color, Game Boy Advance, Game Boy Player, Game Boy;https://www.speedrun.com/asterix_and_obelix_gb;2;0;0; 
Asterix & Obelix Take On Caesar;PlayStation 2, PlayStation, PlayStation 3;https://www.speedrun.com/asterix_and_obelix_take_on_caesar;1;0;0; 
Asterix & Obelix Take On Caesar (GBC);Game Boy Color, Game Boy Advance, Game Boy Player, Game Boy Interface;https://www.speedrun.com/aaotoccbc;1;0;0; 
Asterix & Obelix XXL;GameCube, PlayStation 2, PlayStation 3, PC, Wii;https://www.speedrun.com/aoxxl;21;6;54; 
Asterix & Obelix XXL (GBA);Game Boy Advance, Nintendo DS, Game Boy Player;https://www.speedrun.com/aandoxxlgba;2;0;0; 
Astérix & Obélix XXL 2;PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S;https://www.speedrun.com/aoxxl2hd;3;0;0; 
Astérix & Obélix XXL 2 : Mission Ouifix (DS);Nintendo DS, Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/aandoxxl2mods;2;4;4; 
Astérix & Obélix XXL 2 : Mission Ouifix (PSP);PlayStation Portable, PlayStation Vita, Playstation TV;https://www.speedrun.com/aandoxxl2mo;2;0;0; 
Astérix & Obélix XXL 2: Mission: Las Vegum;PlayStation 2, PlayStation 3, PC;https://www.speedrun.com/aandomlv;3;0;0; 
Astérix & Obélix XXL 3 : The Crystal Menhir;PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S;https://www.speedrun.com/aoxxl3tcm;6;5;10; 
Astérix & Obélix XXL Romastered;PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S;https://www.speedrun.com/aaoxxlr;6;6;12; 
Astérix & Obélix XXL Trifecta;;https://www.speedrun.com/aandoxxlt;4;0;0; 
Asterix & Obelix: Slap Them All!;PlayStation 4, Xbox One, PC, Macintosh, Switch;https://www.speedrun.com/aosta;8;0;0; 
Asterix (GameBoy);Game Boy Color, Game Boy Advance, Game Boy Player, Game Boy;https://www.speedrun.com/agb;1;0;0; 
Astérix (NES);Nintendo Entertainment System;https://www.speedrun.com/asterix;3;0;0; 
Astérix (SMS);Sega Master System;https://www.speedrun.com/asterix_sms;1;0;0; 
Astérix (SNES);Super Nintendo;https://www.speedrun.com/asterix_snes;3;0;0; 
Astérix and the Great Rescue;Sega Genesis, Sega Master System, Sega Game Gear;https://www.speedrun.com/aatgr;1;0;0; 
Asterix and the Magic Cauldron;Commodore 64;https://www.speedrun.com/aatmc;1;0;0; 
Asterix and the Power of the Gods;Sega Genesis;https://www.speedrun.com/aatpotg;2;0;0; 
Asterix and the Secret Mission;Sega Master System, Sega Game Gear;https://www.speedrun.com/asterix_and_the_secret_mission;2;0;0; 
Astérix Arcade;Arcade;https://www.speedrun.com/aa;4;0;0; 
Asterix at the Olympic Games;Wii U, PlayStation 2, PlayStation 3, Xbox 360, Xbox One, PC, Wii;https://www.speedrun.com/aaog;4;0;0; 
Asterix: Mega Madness;PlayStation 2, PlayStation, PlayStation 3, PC;https://www.speedrun.com/asterix_mm;1;0;0; 
Asterix: Search for Dogmatix;Game Boy Color, Game Boy Advance, Game Boy Player;https://www.speedrun.com/asterixsfd;2;6;12; 
Astérix: The Gallic War;PlayStation 2, PlayStation, PlayStation 3, PC;https://www.speedrun.com/asterix_the_gallic_war;5;0;0; 
Asterix: The Mansions of the Gods;Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/atmofg;1;0;0; 
Asteroids;Arcade;https://www.speedrun.com/asteroids;4;0;0; 
Asteroids (1998) (GBC);Game Boy Color, Game Boy Advance, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy;https://www.speedrun.com/asteroids_1998_gbc;1;0;0; 
Asteroids (Atari2600);Nintendo DS, PlayStation 2, PlayStation Portable, Xbox 360, Atari 2600, Xbox, PlayStation 4, Xbox One, PC, Macintosh, Linux, Atari Flashback, PlayStation 5, Xbox Series X, Xbox Series S, Atari VCS;https://www.speedrun.com/asteroids_atari2600;1;0;0; 
Asteroids Revenge III - Crash to Survive;Web;https://www.speedrun.com/ar3;1;0;0; 
Asteroids: Recharged;PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S, Atari VCS;https://www.speedrun.com/asteroids_recharged;1;0;0; 
Astonishia Story;PlayStation Portable, MS-DOS;https://www.speedrun.com/as1;1;0;0; 
Astonishia Story 2 / Crimson Gem Saga;PlayStation Portable, iOS;https://www.speedrun.com/as2;1;0;0; 
Astr.io;PC;https://www.speedrun.com/astr.io;3;0;0; 
Astra Superstars;Sega Saturn, Arcade;https://www.speedrun.com/astra_superstars;16;0;0; 
Astral Chain;Switch;https://www.speedrun.com/astral_chain;6;11;33; 
