name;platforms;url;categories FG;levels;categories IL;total
Magic Logic 3D;PC;https://www.speedrun.com/magic_logic_3d;2;0;0; 
Magic Mansion;Android, iOS;https://www.speedrun.com/magic_mansion;6;0;0; 
Magic Portals ;Android, iOS;https://www.speedrun.com/magic_portals_;21;128;171; 
Magic Rampage;PC, Android, iOS;https://www.speedrun.com/magicrampage;194;61;350; 
Magic Sword: Heroic Fantasy;Super Nintendo, Arcade;https://www.speedrun.com/magic_sword_heroic_fantasy;7;0;0; 
Magic the Gathering (Shandalar);PC;https://www.speedrun.com/magic_the_gathering_shandalar;2;0;0; 
Magic Touch;Web;https://www.speedrun.com/magic_touch;1;0;0; 
Magic Tower (魔塔);PC, Android, iOS;https://www.speedrun.com/magic_tower;7;0;0; 
Magic Trick;PC;https://www.speedrun.com/magictrick;3;0;0; 
Magic Twins;PC, Switch;https://www.speedrun.com/magic_twins;6;0;0; 
Magic Wand;PC;https://www.speedrun.com/magic_wand;1;0;0; 
Magic: Legends;;https://www.speedrun.com/magic_legends;2;25;25; 
Magic: The Gathering - Duels of the Planeswalkers 2013;PC;https://www.speedrun.com/magic_the_gathering__duels_of_the_planeswalkers_2013;21;0;0; 
Magic: The Gathering Arena;PC;https://www.speedrun.com/magic_the_gathering_arena;8;0;0; 
Magic: The Gathering – Battlegrounds;Xbox;https://www.speedrun.com/magic_the_gathering_battlegrounds;1;0;0; 
Magic: The Gathering – Duels of the Planeswalkers 2012;PlayStation 3, Xbox 360, PC;https://www.speedrun.com/magic_the_gathering__duels_of_the_planeswalkers_2012;8;0;0; 
Magical * Taruruuto-kun (GB);Game Boy Player, Super Game Boy 2, Game Boy, Game Boy Interface;https://www.speedrun.com/magical__taruruuto-kun_gb;1;0;0; 
Magical Chase;TurboGrafx-16/PC Engine;https://www.speedrun.com/magical_chase;3;0;0; 
Magical Chase GB;Game Boy Color;https://www.speedrun.com/magical_chase_gb;2;0;0; 
Magical Drop 2;Super Nintendo, Sega Saturn, Arcade, Switch;https://www.speedrun.com/magical_drop_2;6;0;0; 
Magical Drop 3;Arcade, PlayStation 4, Switch;https://www.speedrun.com/md3;3;0;0; 
Magical Drop F: Daibouken Mo Rakujyanai;PlayStation;https://www.speedrun.com/magical_drop_f_daibouken_mo_rakujyanai;4;0;0; 
Magical Drop Pocket;Neo Geo Pocket Color;https://www.speedrun.com/magical_drop_pocket;5;0;0; 
Magical Drop V;PC;https://www.speedrun.com/magical_drop_v;3;0;0; 
Magical Girl Lyrical Nanoha A's Portable: The Battle of Aces;PlayStation Portable;https://www.speedrun.com/magical_girl_lyrical_nanoha_as_portable_the_battle_of_aces;4;0;0; 
Magical Hat;Sega Genesis;https://www.speedrun.com/magical_hat;1;0;0; 
Magical Miracle Girl ★ Monomi;PlayStation Portable, PlayStation Vita, PlayStation 4, PC, Playstation TV;https://www.speedrun.com/dr2mmgm;20;6;72; 
Magical Pop'n;Super Nintendo;https://www.speedrun.com/magicalpopn;1;0;0; 
Magical Quest 3 Starring Mickey and Donald;Super Nintendo, Game Boy Advance;https://www.speedrun.com/magical_quest_3_starring_mickey_and_donald;9;0;0; 
Magical Taruruuto-kun;Sega Genesis;https://www.speedrun.com/magical_taruruuto-kun;1;0;0; 
Magical Tetris Challenge;Nintendo 64, Arcade, PlayStation;https://www.speedrun.com/magical_tetris_challenge;5;0;0; 
MagiCat;PC, Switch;https://www.speedrun.com/magicat;3;63;126; 
Magician;Nintendo Entertainment System;https://www.speedrun.com/magician;1;0;0; 
Magician Lord;Arcade, Neo Geo AES;https://www.speedrun.com/magician_lord;1;0;0; 
Magicians and Looters;PC;https://www.speedrun.com/mal;2;0;0; 
Magicite;PC;https://www.speedrun.com/magicite;3;0;0; 
Magicka;PC;https://www.speedrun.com/magicka;2;0;0; 
Magicka 2;PC;https://www.speedrun.com/magicka_2;5;9;0; 
Magicland Dizzy;MS-DOS, Amiga, Commodore 64, Atari ST, Amstrad CPC, ZX Spectrum;https://www.speedrun.com/magicland_dizzy;4;0;0; 
Magicmaker;PC;https://www.speedrun.com/magicmaker;2;0;0; 
Magiczna Kula Papatki;PC;https://www.speedrun.com/magiczna_kula_papatki;4;6;0; 
MagiDuck;MS-DOS;https://www.speedrun.com/magiduck;1;0;0; 
Magika Land of Fantasy;PC;https://www.speedrun.com/magika_land_of_fantasy;2;3;0; 
Magink;Android;https://www.speedrun.com/magink;1;0;0; 
Magirune;PC, Web;https://www.speedrun.com/magirune;4;0;0; 
MagMax;Nintendo Entertainment System, MiSTer, Analogue Nt, Analogue Nt Mini, Nt Mini Noir, retroUSB AVS;https://www.speedrun.com/magmax;2;0;0; 
Magneboy;Web;https://www.speedrun.com/magneboy;1;0;0; 
Magneliyon: Master of the Magnetic Force;PC;https://www.speedrun.com/magneliyon_master_of_the_magnetic_force;1;0;0; 
Magnet Theory;PC, Android, iOS;https://www.speedrun.com/magnet_theory;4;60;60; 
Magnetic by Nature;PC;https://www.speedrun.com/magnetic_by_nature;4;0;0; 
Magnetic: Cage Closed;Xbox One, PC;https://www.speedrun.com/magnetic_cage_closed;2;33;33; 
MAGO;PC, Switch;https://www.speedrun.com/mago;4;2;10; 
Magrunner: Dark Pulse;PlayStation 3, Xbox 360, PC;https://www.speedrun.com/magrunner;1;0;0; 
Magus;PlayStation 3;https://www.speedrun.com/magus;3;0;0; 
Mahjong (SG-1000);SG-1000;https://www.speedrun.com/mahjongsg1000;1;0;0; 
Mahjong Quest;PC, iOS;https://www.speedrun.com/mahjong_quest;14;0;0; 
Mahjong Soul;Android, iOS, Web;https://www.speedrun.com/mahjong_soul;19;0;0; 
Mahjong Titans;PC;https://www.speedrun.com/mahjong;14;0;0; 
Mahluk: Dark Demon;PC, Android, iOS;https://www.speedrun.com/mahluk_dark_demon;2;19;38; 
Mahogen;Super Nintendo;https://www.speedrun.com/mahogen;2;0;0; 
Mahou;PC;https://www.speedrun.com/mahou;2;0;0; 
Mahou Arms;PC;https://www.speedrun.com/mahou_arms;10;0;0; 
Mahou Kishi Rayearth (SNES);Super Nintendo;https://www.speedrun.com/mahou_kishi_rayearth;1;0;0; 
Mahou Poi Poi Poitto!;Super Nintendo;https://www.speedrun.com/mahou_poi_poi_poitto;1;0;0; 
Mahou Sensei Negima!? Neo Pactio Fight!!;Wii;https://www.speedrun.com/mahou_sensei_negima_neo_pactio_fight;4;0;0; 
Mahou Shoujo Lyrical Nanoha: The Gears Of Destiny;PlayStation Portable;https://www.speedrun.com/mahou_shoujo_lyrical_nanoha_the_gears_of_destiny;5;12;24; 
Mai-Otome Hime - Otome Butou Shi;PlayStation 2;https://www.speedrun.com/mai_otome_hime_otome_butou_shi;4;0;0; 
Maid Made Maze;PC;https://www.speedrun.com/maid_made_maze;4;0;0; 
Maid of Sker;PlayStation 4, Xbox One, PC, Switch, PlayStation 5;https://www.speedrun.com/mos;17;0;0; 
Maiden and Spell;PC;https://www.speedrun.com/maiden_and_spell;66;0;0; 
Mail Mole;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/mail_mole;5;40;40; 
Mainlands Wars;;https://www.speedrun.com/mainlands_wars;2;0;0; 
Mainlining;PC, Switch;https://www.speedrun.com/mainlining;1;0;0; 
Maize;PlayStation 4, Xbox One, PC;https://www.speedrun.com/maize;2;0;0; 
Majesty 2: The Fantasy Kingdom Sim;PC;https://www.speedrun.com/majesty_2_the_fantasy_kingdom_sim;1;1;0; 
Majesty: The Fantasy Kingdom Sim;PC, Android, iOS, Windows Phone;https://www.speedrun.com/majesty1;1;33;33; 
Major League Baseball;Nintendo Entertainment System;https://www.speedrun.com/major_league_baseball;2;0;0; 
Major League Baseball Featuring Ken Griffey Jr.;Nintendo 64;https://www.speedrun.com/major_league_baseball_featuring_ken_griffey_jr.;5;1;1; 
Majora's Mask Category Extensions;Nintendo 64, GameCube, Wii Virtual Console, Wii U Virtual Console, Switch;https://www.speedrun.com/mmextras;887;0;0; 
MAJORDREAM MAJOR DS: Dream Baseball;Nintendo DS, Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/major_ds_dream_baseball;1;0;0; 
MAJORDREAM MAJOR WII: Nagero Gyroball;Wii U, Wii;https://www.speedrun.com/major_wii_nagero_gyroball;3;0;0; 
MAJORDREAM MAJOR Wii: Perfect Closer;Wii U, Wii;https://www.speedrun.com/mwpc;8;0;0; 
Majou Densetsu II: Daimashikyou Galious;Nintendo Entertainment System;https://www.speedrun.com/majou_densetsu_ii_daimashikyou_galious;1;0;0; 
Majyuuou [King of Demons];Super Nintendo;https://www.speedrun.com/majyuuou;6;0;0; 
Maka Maka;Super Nintendo;https://www.speedrun.com/maka_maka;4;0;0; 
Makai Kingdom;PlayStation 2, PlayStation Portable;https://www.speedrun.com/makai_kingdom;1;0;0; 
Makai Prince Dorabocchan;TurboGrafx-16/PC Engine;https://www.speedrun.com/makai_prince_dorabocchan;1;0;0; 
Makaimura for Wonderswan;WonderSwan;https://www.speedrun.com/makaimura_for_wonderswan;1;0;0; 
Makaimura Gaiden: The Demon Darkness;Game Boy;https://www.speedrun.com/makaimura_gaiden_the_demon_darkness;2;0;0; 
Make a Cake And Feed the Giant Noob;Xbox One, PC, Android, iOS, Macintosh;https://www.speedrun.com/roblox_make_a_cake;12;0;0; 
Make a Cake: Back for Seconds!;Xbox One, PC, Android, iOS, Macintosh;https://www.speedrun.com/make_a_cake_back_for_seconds;44;0;0; 
Make a Good 24 Hour Mega Man Level;PC;https://www.speedrun.com/mag24hmml;2;9;0; 
Make a Good Mega Man Level;PC;https://www.speedrun.com/magmml;2;28;0; 
Make a Good Mega Man Level 2;PC;https://www.speedrun.com/magmml2;30;0;0; 
Make a Good Mega Man Level Remastered;PC;https://www.speedrun.com/magmml1r;18;0;0; 
Make a Good Mega Man Level: Episode Zero;PC;https://www.speedrun.com/magmmlez;64;0;0; 
Make Action PicoPicoMaker WIDE;Android, iOS;https://www.speedrun.com/make_action_picopicomaker_wide;1;30;30; 
make sure it's closed;PC, Web, Macintosh;https://www.speedrun.com/make_sure_its_closed;2;0;0; 
Maken X;Dreamcast;https://www.speedrun.com/mx;1;0;0; 
Makeruna! Makendou 2;PlayStation;https://www.speedrun.com/makeruna_makendou_2;4;0;0; 
Malavision: The Origin;PC;https://www.speedrun.com/malavision_the_origin;3;0;0; 
Maldita Castilla;PC;https://www.speedrun.com/maldita;4;0;0; 
Malediction;PC;https://www.speedrun.com/malediction;1;0;0; 
Malice;PlayStation 2, Xbox;https://www.speedrun.com/malice;8;44;352; 
Malice for Quake;PC;https://www.speedrun.com/mfq;4;19;76; 
Malicious;PlayStation 3;https://www.speedrun.com/malicious;2;0;0; 
Malicious Fallen;PlayStation 4;https://www.speedrun.com/malicious_fallen;8;0;0; 
Mall Maniacs;PC;https://www.speedrun.com/mall_maniacs;2;5;20; 
Maluch Racer;PC;https://www.speedrun.com/maluchr;7;17;17; 
Maluch Racer 2;PC;https://www.speedrun.com/maluchr2;1;30;0; 
Malum;PC;https://www.speedrun.com/malum;96;0;0; 
Mama (windy31);Android;https://www.speedrun.com/mama;1;0;0; 
mamegoma honobono nikki;Nintendo DS, Nintendo 3DS, New Nintendo 3DS, DSi;https://www.speedrun.com/mamegoma_honobono_nikki;1;0;0; 
Mamono Hunter Yohko;Sega Genesis;https://www.speedrun.com/mamono_hunter_yohko;1;0;0; 
Mamono Sweeper;;https://www.speedrun.com/mamonosweeper;7;0;0; 
Mamorukun Curse!;Arcade, PlayStation 3, Xbox 360;https://www.speedrun.com/mamorukun_curse;7;1;0; 
MAN STANDING;PC;https://www.speedrun.com/man_standing;1;0;0; 
Man vs machine;PC;https://www.speedrun.com/man_vs_machine;2;0;0; 
Man vs. Wild;PlayStation 3, Xbox 360, Wii;https://www.speedrun.com/man_vs._wild;1;0;0; 
Mana Khemia 2: Fall of Alchemy;PlayStation 2, PlayStation 3, PlayStation Portable;https://www.speedrun.com/mana_khemia_2_fall_of_alchemy;8;0;0; 
Mana Khemia: Alchemists of Al-Revis;PlayStation 2, PlayStation Portable;https://www.speedrun.com/mana_khemia_alchemists_of_al_revis;8;0;0; 
Mana Spark;PC, Macintosh, Switch;https://www.speedrun.com/mana_spark;1;0;0; 
Manacube;PC, Macintosh;https://www.speedrun.com/manacube;9;20;20; 
Mancopter;Commodore 64;https://www.speedrun.com/mancopter;6;0;0; 
Mandagon;PC;https://www.speedrun.com/mandagon;5;0;0; 
Mandew vs the Colorless Curse;PC;https://www.speedrun.com/mandew_vs_the_colorless_curse;3;0;0; 
Maneater;PlayStation 4, Xbox One, PC, Switch, PlayStation 4 Pro, PlayStation 5, Xbox Series X, Xbox Series S;https://www.speedrun.com/maneater;2;0;0; 
Mangavania: Action Platformer;Android;https://www.speedrun.com/mangavania;24;20;160; 
Mangchi the Hammerboy;PC;https://www.speedrun.com/hammerboy;1;0;0; 
Mango man death the China;PC, Android;https://www.speedrun.com/mango_man_death_the_china;2;0;0; 
Mango Mischief;;https://www.speedrun.com/mango_mischief;0;0;0; 
MangoMan;PC;https://www.speedrun.com/mangoman;2;0;0; 
Manhunt;PlayStation 2, PlayStation 3, Xbox, PlayStation 4, PC, PlayStation 4 Pro, PlayStation 5;https://www.speedrun.com/manhunt;8;20;80; 
Manhunt 2;PlayStation 2, PlayStation 3, PlayStation Portable, PC, Wii;https://www.speedrun.com/manhunt_2;9;16;96; 
Manhunt Category Extensions;PlayStation 2, PlayStation 3, PlayStation Portable, Xbox, PlayStation 4, PC, Wii, PlayStation 4 Pro, PlayStation 5;https://www.speedrun.com/manhunt_category_extensions;109;25;100; 
Manhunt Dilogy;PlayStation 2, PC;https://www.speedrun.com/manhunt_dilogy;6;0;0; 
Manhunter 2: San Francisco;PC, MS-DOS;https://www.speedrun.com/manhunter_2_san_francisco;1;0;0; 
Manhunter: New York;PC, MS-DOS;https://www.speedrun.com/manhunter_new_york;1;0;0; 
Maniac Mansion;MS-DOS, Amiga, Commodore 64, Atari ST, Apple II;https://www.speedrun.com/maniac_mansion;3;0;0; 
Maniac Mansion (NES);Nintendo Entertainment System;https://www.speedrun.com/maniac_mansion_nes;7;0;0; 
Maniac Mansion Deluxe;PC;https://www.speedrun.com/maniac_mansion_deluxe;2;0;0; 
Manic Miner;Nintendo 64, Game Boy Advance, Nintendo DS, PlayStation, Xbox 360, PC, MS-DOS, Android, iOS, Windows Phone, Neo Geo Pocket Color, MSX, Amiga, Commodore 64, Macintosh, Linux, Ouya, Atari ST, Acorn Archimedes, Amstrad CPC, ZX Spectrum, BBC Micro, Oric, Dragon 32/64;https://www.speedrun.com/manic_miner;19;0;0; 
Manifold Garden;PlayStation 4, Xbox One, PC, iOS, Macintosh, Switch, Xbox Series X, Xbox Series S;https://www.speedrun.com/manifold_garden;20;0;0; 
MannaRites;PC;https://www.speedrun.com/mannarites;6;0;0; 
Manorvania;PC, Web;https://www.speedrun.com/manorvania;1;0;0; 
Manos: The Hands of Fate;PC;https://www.speedrun.com/manos;8;0;0; 
Mansion;PC, Macintosh;https://www.speedrun.com/mansion;3;0;0; 
Mansion of Hidden Souls;Sega CD;https://www.speedrun.com/mansion_of_hidden_souls;5;0;0; 
Mantle;PC;https://www.speedrun.com/mantle;1;4;4; 
Manual Samuel;PlayStation 4, Xbox One, PC, Switch;https://www.speedrun.com/manual_samuel;2;0;0; 
Manuganu;Android, iOS;https://www.speedrun.com/manuganu1;9;30;60; 
Manuganu 2;Android, iOS;https://www.speedrun.com/manuganu2;11;40;80; 
Manx TT Super Bike;Sega Saturn;https://www.speedrun.com/manx_tt_super_bike;4;4;16; 
MapleStory;PC;https://www.speedrun.com/maplestory;54;7;7; 
Maplestory 2;PC;https://www.speedrun.com/maplestory_2;4;6;12; 
Mapmaker's Island;PC;https://www.speedrun.com/mmi;2;0;0; 
Mappy;Nintendo Entertainment System;https://www.speedrun.com/mappy;3;0;0; 
Mappy Kids;Famicom Disk System;https://www.speedrun.com/mappy_kids;2;0;0; 
Mappy-Land;Nintendo Entertainment System, Wii U Virtual Console;https://www.speedrun.com/mappy_land;6;0;0; 
Maptroid;PC, Web;https://www.speedrun.com/maptroid;2;0;0; 
Maquette;PlayStation 4, PC, PlayStation 5;https://www.speedrun.com/maquette;2;7;14; 
Marathon;PC, Macintosh;https://www.speedrun.com/marathon_1;2;27;54; 
Marathon 2: Durandal;PC, Macintosh;https://www.speedrun.com/marathon_2_durandal;4;28;56; 
Marathon: Durandal (XBLA);Xbox 360;https://www.speedrun.com/m2xbla;2;0;0; 
Marathon: Infinity;PC, Macintosh;https://www.speedrun.com/marathon_infinity;6;40;80; 
Marballs 2;Web, PICO-8;https://www.speedrun.com/marballs_2;1;8;8; 
Marble Blast Gold;PC, Macintosh, Linux;https://www.speedrun.com/mbg;4;100;100; 
Marble Blast Platinum;PC;https://www.speedrun.com/marble_blast_platinum;5;0;0; 
Marble Blast Ultra;Xbox 360, PC;https://www.speedrun.com/mbu;10;52;104; 
Marble Blast Ultra (Platinum Edition);PC, Macintosh;https://www.speedrun.com/mbupe;6;0;0; 
Marble It Up!;PC, iOS, Macintosh, Switch;https://www.speedrun.com/miu;8;10;20; 
Marble Madness (Arcade);Arcade;https://www.speedrun.com/mm_arcade;1;0;0; 
Marble Madness (GB);Game Boy Color, Game Boy Advance, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy, Game Boy Interface;https://www.speedrun.com/marblemadnessgameboy;1;0;0; 
Marble Madness (GBC);Game Boy Color;https://www.speedrun.com/marblemadnessgameboycolor;1;0;0; 
Marble Madness (Genesis);Sega Genesis;https://www.speedrun.com/marblemadnessgenesis;6;0;0; 
Marble Madness (Master System);Sega Master System;https://www.speedrun.com/marblemadnessms;1;0;0; 
Marble Madness (NES);Nintendo Entertainment System;https://www.speedrun.com/marblemadness;7;0;0; 
Marble Madness II:  Marble Man;Arcade;https://www.speedrun.com/marble_madness_ii__marble_man;1;0;0; 
Marble Mage;PC, iOS;https://www.speedrun.com/marble_mage;9;60;60; 
Marble Marcher;PC, Macintosh, Linux;https://www.speedrun.com/marblemarcher;2;24;24; 
Marble Mayhem: Fragile Ball;PC;https://www.speedrun.com/mmfb;2;0;0; 
Marble Race;PC, Android, iOS;https://www.speedrun.com/marble_race;8;14;14; 
Marble Racer;Android;https://www.speedrun.com/marble_racer;10;12;96; 
Marble Saga: Kororinpa;Wii U, Wii;https://www.speedrun.com/mskororinpa;25;10;30; 
Marble Skies;PC;https://www.speedrun.com/marbleskies;6;0;0; 
Marble Trap;PC;https://www.speedrun.com/marble_trap;12;48;96; 
Marbles on Stream;PC;https://www.speedrun.com/marblesonstream;50;0;0; 
Marc Ecko's Getting Up: Contents Under Pressure;PlayStation 2, Xbox, PC;https://www.speedrun.com/megu;3;32;96; 
March of the Eagles;PC, Macintosh;https://www.speedrun.com/mote;20;0;0; 
Märchen Adventure Cotton 100%;Super Nintendo, PlayStation, PlayStation 4, Switch;https://www.speedrun.com/marchen_adventure_cotton_100;16;0;0; 
Märchen Forest: Mylne and the Forest Gift;PlayStation 4, PC, Switch;https://www.speedrun.com/merufore;3;0;0; 
Marchen Veil;Famicom Disk System;https://www.speedrun.com/marchen_veil;1;0;0; 
Mardek 1;PC;https://www.speedrun.com/mdk1;1;0;0; 
Mardek 2;PC;https://www.speedrun.com/mardek2;1;0;0; 
Mardek 3;PC;https://www.speedrun.com/mdk3;1;0;0; 
Marfusha;PC;https://www.speedrun.com/marfusha;6;0;0; 
Mari0;PC, Macintosh, Linux;https://www.speedrun.com/mari0;4;32;64; 
Mari0: Alesan's Entities;PC, Macintosh;https://www.speedrun.com/mari0_ae;11;2;2; 
Maria?;PC;https://www.speedrun.com/maria;1;2;6; 
Marie's Room;PC;https://www.speedrun.com/maries_room;4;0;0; 
MARIKINonline4;PC;https://www.speedrun.com/marikinonline4;5;0;0; 
Mariner;Arcade;https://www.speedrun.com/mariner;1;0;0; 
MARIO;Super Nintendo;https://www.speedrun.com/mario_smw;2;0;0; 
Mario & Luigi (MS-DOS);MS-DOS;https://www.speedrun.com/mario_and_luigi_msdos;1;0;0; 
Mario & Luigi: Bowser's Inside Story;Nintendo DS, Nintendo 3DS;https://www.speedrun.com/mlbis;1;0;0; 
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey;Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/mlbisdx;1;0;0; 
Mario & Luigi: Dream Team;Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/mldt;3;0;0; 
Mario & Luigi: Paper Jam;Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/mlpj;3;5;5; 
Mario & Luigi: Partners in Time;Nintendo DS, Nintendo 3DS, Wii U Virtual Console;https://www.speedrun.com/mlpit;2;0;0; 
Mario & Luigi: Superstar Saga;Game Boy Advance, Wii U Virtual Console;https://www.speedrun.com/mlss;3;0;0; 
Mario & Luigi: Superstar Saga + Bowser's Minions;Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/mlssdx;1;0;0; 
Mario & Sonic at the London 2012 Olympic Games (3DS);Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/mario_and_sonic_at_the_london_2012_olympic_games_3ds;5;10;25; 
Mario & Sonic at the London 2012 Olympic Games (Wii);Wii U, Wii;https://www.speedrun.com/masatl2012wii;7;6;12; 
Mario & Sonic at the Olympic Games;Wii U, Wii;https://www.speedrun.com/mandsatog;6;4;16; 
Mario & Sonic at the Olympic Games (DS);Nintendo DS, Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/mario_and_sonic_at_the_olympic_games_ds;84;6;12; 
Mario & Sonic at the Olympic Games Tokyo 2020;Switch;https://www.speedrun.com/mas2020;38;16;27; 
Mario & Sonic at the Olympic Winter Games;Wii U, Wii;https://www.speedrun.com/masowg;17;10;13; 
Mario & Sonic at the Rio 2016 Olympic Games;Wii U;https://www.speedrun.com/ms2016;2;5;5; 
Mario & Sonic at the Rio 2016 Olympic Games (3DS);Nintendo 3DS, PC;https://www.speedrun.com/mario_and_sonic_at_the_rio_2016_olympic_games_3ds;19;11;17; 
Mario & Sonic at the Sochi 2014 Winter Olympic Games;Wii U;https://www.speedrun.com/masats2014wog;6;13;13; 
Mario & Sonic at the Winter Olympic Games (DS);Nintendo DS, Nintendo 3DS, PC;https://www.speedrun.com/mario_sonic_at_the_winter_olympic_games_;21;14;14; 
Mario & Wario;Super Nintendo;https://www.speedrun.com/marioandwario;4;0;0; 
Mario + Rabbids Kingdom Battle;Switch;https://www.speedrun.com/mrkb;23;40;40; 
Mario Adventure;Nintendo 64;https://www.speedrun.com/maad;5;0;0; 
mario adventure world;Web;https://www.speedrun.com/gogi2;5;3;9; 
Mario Aimlessly Drives a Car Around the City 64;Nintendo 64, Wii Virtual Console, Wii U Virtual Console;https://www.speedrun.com/mario_aimlessly_drives_a_car_around_the_city_64;1;0;0; 
Mario and Donkey Kong: Minis on the Move;Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/madk;5;203;406; 
Mario and Luigi Go to White Castle;Super Nintendo;https://www.speedrun.com/mario_and_luigi_go_to_white_castle;1;16;16; 
Mario and Luigi Kola Kingdom Quest;Super Nintendo;https://www.speedrun.com/mario_and_luigi_kola_kingdom_quest;8;2;2; 
Mario And The Magic Wand;Nintendo 64, Wii Virtual Console, Wii U Virtual Console;https://www.speedrun.com/mario_and_the_magic_wand;3;6;36; 
Mario and the Mystic Purple Stars;Nintendo 64, Wii Virtual Console, Wii U Virtual Console;https://www.speedrun.com/matmps;3;19;132; 
Mario Andretti Racing;Sega Genesis;https://www.speedrun.com/marioandretti;15;0;0; 
Mario Artist: Polygon Studio;;https://www.speedrun.com/mario_artist_polygon_studio;1;0;0; 
Mario ATV 3D;Web;https://www.speedrun.com/mario_atv_3d;9;0;0; 
Mario Bros. (Arcade);Arcade, Atari 2600, Atari 7800, Switch;https://www.speedrun.com/mario_bros_arcade;16;0;0; 
Mario Bros. (NES);Nintendo Entertainment System, Wii Virtual Console, Nintendo 3DS Virtual Console, Famicom Disk System, Wii U Virtual Console, New Nintendo 3DS Virtual Console, NES Classic Mini;https://www.speedrun.com/mario_bros_nes;6;2;8; 
Mario Bros. Classic;Game Boy Advance, Nintendo DS, Nintendo 3DS Virtual Console, Wii U Virtual Console, Game Boy Player, Game Boy Interface;https://www.speedrun.com/mario_bros_gba;12;23;23; 
Mario Bros. Untold;Nintendo Entertainment System;https://www.speedrun.com/smbuntold;4;0;0; 
Mario Can't Remember;Nintendo 64, Wii Virtual Console, Wii U Virtual Console;https://www.speedrun.com/mario_cant_remember;2;5;30; 
Mario Cart;PC, Web, Macintosh, Linux;https://www.speedrun.com/mario_cart;3;4;12; 
Mario Cart 2;PC, Web, Macintosh, Linux;https://www.speedrun.com/mario_cart_2;2;4;12; 
Mario Clash;Virtual Boy;https://www.speedrun.com/mario_clash;3;0;0; 
Mario Combat;Web;https://www.speedrun.com/mario_combat;3;0;0; 
Mario Combat Deluxe;PC, Web;https://www.speedrun.com/mariocombatdeluxe;3;0;0; 
Mario Drinks A Glass of Milk;PC;https://www.speedrun.com/mdagom;1;0;0; 
Mario Editor;PC;https://www.speedrun.com/mario_editor;6;5;10; 
Mario Forever;PC;https://www.speedrun.com/smf;11;0;0; 
Mario Glider;;https://www.speedrun.com/mario_glider;2;6;30; 
Mario Golf;Nintendo 64, Wii Virtual Console, Wii U Virtual Console, Switch;https://www.speedrun.com/mariogolf;8;6;18; 
Mario Golf GBC;Game Boy Color;https://www.speedrun.com/mario_golf_gbc;3;5;5; 
Mario Golf: Advance Tour;Game Boy Advance, Nintendo DS, Wii U Virtual Console, Game Boy Player;https://www.speedrun.com/mgat;5;5;20; 
Mario Golf: Super Rush;Switch;https://www.speedrun.com/mgsr;44;11;65; 
Mario Golf: Toadstool Tour;GameCube, Wii;https://www.speedrun.com/mgtt;51;7;42; 
Mario Golf: World Tour;Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/mario_golf_world_tour;7;16;16; 
Mario Heroes 64;Nintendo 64, Wii Virtual Console, Wii U Virtual Console;https://www.speedrun.com/mario_heroes_64;3;0;0; 
Mario Hoops 3-on-3;Nintendo DS, Nintendo 3DS, Wii U Virtual Console;https://www.speedrun.com/mario_hoops_3-on-3;18;0;0; 
Mario Is Missing! (NES);Nintendo Entertainment System;https://www.speedrun.com/mario_is_missing_nes;1;0;0; 
Mario Is Missing! (SNES);Super Nintendo;https://www.speedrun.com/mario_is_missing_snes;2;0;0; 
Mario Kart 64;Nintendo 64, Wii Virtual Console, Wii U Virtual Console, Switch;https://www.speedrun.com/mk64;23;0;0; 
Mario Kart 64 Mega Mushroom Blast;Nintendo 64;https://www.speedrun.com/mk64mmb;2;0;0; 
Mario Kart 64: Amped Up;Nintendo 64;https://www.speedrun.com/mario_kart_64_amped_up;60;16;1536; 
Mario Kart 7;Nintendo 3DS, New Nintendo 3DS;https://www.speedrun.com/mk7;11;0;0; 
Mario Kart 8;Wii U;https://www.speedrun.com/mk8;44;0;0; 
Mario Kart 8 Deluxe;Switch;https://www.speedrun.com/mk8dx;76;0;0; 
Mario Kart 8 Deluxe Category Extensions;Switch;https://www.speedrun.com/mk8dxce;33;0;0; 
Mario Kart Arcade GP;Arcade, Wii;https://www.speedrun.com/mkagp;10;24;24; 
Mario Kart Arcade GP 2;Arcade, Wii;https://www.speedrun.com/mkagp2;9;16;16; 
Mario Kart Arcade GP DX;Arcade;https://www.speedrun.com/mkagpdx;19;0;0; 
Mario Kart DS;Nintendo DS, Nintendo 3DS, Wii U Virtual Console, 2DS XL, 2DS;https://www.speedrun.com/mkds;12;0;0; 
Mario Kart DS Category Extensions;Nintendo DS, Nintendo 3DS, Wii U Virtual Console, New Nintendo 3DS, DSi;https://www.speedrun.com/mkdsce;15;32;324; 
